idOrganizacion,IdLaboratorioCalibracion,ClbFechaRegistro,ClbLugarEjecucion,ClbMagnitud,ClbInstrumento,ClbIntervaloMedicion,ClbIncertidumbreExpandida,ClbPrincipioMedicion,ClbMetodoMedicion,ClbPatronUtilizado,ClbVigenteApartirDe
156,LC-151,--,--,"Presión hidráulica","Transmisores de presión con salida eléctrica",--,"<p>7,1 kPa</p><p>(1,0 psi)</p><p><br></p><p>16 kPa</p><p>(2,3 psi)</p>",--,--,--,--
156,LC-152,--,--,"Presión Neumática
Fluido: Aire","Manómetros, Registradores Cartográficos de Presión",--,"<p class="ql-align-justify">0,42 kPa</p><p>(0,061 psi)</p><p><br></p><p class="ql-align-justify">0,43 kPa</p><p>(0,062 psi)</p><p><br></p><p class="ql-align-justify">0,45 kPa</p><p>(0,065 psi)</p><p><br></p><p class="ql-align-justify">0,49 kPa</p><p>(0,071 psi)</p><p><br></p><p class="ql-align-justify">4,0 kPa</p><p>(0,58 psi)</p><p><br></p><p class="ql-align-justify">4,1 kPa</p><p>(0,59 psi)</p><p><br></p><p class="ql-align-justify">4,1 kPa</p><p>(0,59 psi)</p><p><br></p><p class="ql-align-justify">4,1 kPa</p><p>(0,60 psi)</p><p><br></p><p class="ql-align-justify">4,6 kPa</p><p>(0,67 psi)</p><p><br></p><p class="ql-align-justify">4,8 kPa</p><p>(0,70 psi)</p><p><br></p><p>4,9 kPa</p><p>(0,70 psi)</p><p><br></p><p>5,0 kPa</p><p>(0,73 psi)</p>",--,--,--,--
156,LC-153,--,--,"Presión Hidráulica
Fluido: Aceite","Manómetros,
Vacuómetros,
Manovacuómetros,
Registradores
Cartográficos de
Presión",--,"<p class="ql-align-justify">5,1 kPa</p><p>(0,74 psi)</p><p>&nbsp;</p><p class="ql-align-justify">5,6 kPa</p><p>(0,81 psi)</p><p><br></p><p class="ql-align-justify">10,0 kPa</p><p>(1,4 psi)</p><p><br></p><p class="ql-align-justify">11,0 kPa</p><p>(1,6 psi)</p>",--,--,--,--
156,LC-154,--,--,"Presión Neumática
Fluido: Aire","Transmisores de presión con salida eléctrica",--,"<p>0,12 kPa</p><p>(0,017 psi)</p><p><br></p><p>1,6 kPa</p><p>(0,24 psi)</p><p><br></p><p>2,2 kPa</p><p>(0,31 psi)</p><p><br></p><p>4,5 kPa</p><p>(0,65 psi)</p>",--,--,--,--
156,LC-155,--,--,"Presión Hidráulica
Fluido: Aceite","Transmisores de presión con salida eléctrica",--,"<p>7,7 kPa</p><p>(1,1 psi)</p><p><br></p><p>17 kPa</p><p>(2,4 psi)</p>",--,--,--,--
271,LC-156,--,--,"ACÚSTICA
Ponderación de frecuencia con señales acústicas en dBA y dBC",Sonómetro,--,"<p><span style="color: black;">0,16 dB</span></p><p><span style="color: black;">0,15 dB</span></p><p><span style="color: black;">0,16 dB</span></p>",--,--,--,--
271,LC-157,--,--,"ACÚSTICA
Linealidad eléctrica",Sonómetro,--,"<p><span style="color: black;">0,23 dB</span></p><p><br></p>",--,--,--,--
271,LC-158,--,--,"ACÚSTICA
Nivel de Presión Sonora (NPS) en dBA","Calibrador Acústico",--,"<p><span style="color: black;">0,12 dB</span></p><p><span style="color: black;">0,13 dB</span></p>",--,--,--,--
271,LC-159,--,--,"ACÚSTICA Ponderación de frecuencia con señales eléctricas en dBA, dBC  y dBZ",Sonómetro,--,"<p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p><p><span style="color: black;">0,23 dB</span></p>",--,--,--,--
271,LC-160,--,--,"óptica nivel de iluminancia",Luxómetro,--,"<p><span style="color: black;">1,5 %</span></p><p><span style="color: black;">1,5 %</span></p><p><span style="color: black;">1,5 %</span></p><p><span style="color: black;">1,6 %</span></p><p><span style="color: black;">1,8 %</span></p>",--,--,--,--
68,LC-161,--,--,Masa,"Pesas clase F2 o inferiores,Pesas no normalizadas",--,"<p>± 0,011 mg</p><p>± 0,011 mg</p><p>± 0,011 mg</p><p>± 0,011 mg</p><p>± 0,011 mg</p>",--,--,--,--
68,LC-162,--,--,Masa,"Pesas clase F2 o inferiores,Pesas no normalizadas",--,"<p>± 1,1 mg</p>",--,--,--,--
68,LC-163,--,--,Masa,"Pesas no normalizadas",--,"<p>± 26 mg</p>",--,--,--,--
68,LC-164,--,--,"Potencial de Hidrógeno","pHmetros digitales, compuestos de electrodo de pH y Equipo de Lectura",--,"<p>0,018 pH</p><p>0,015 pH</p><p>0,031 pH</p>",--,--,--,--
68,LC-165,--,--,Densidad,"Hidrómetros en (kg/m3 o g/cm3) Hidrómetros de gravedad especifica (sp/gr),Hidrómetros en Baumé (°Bé) para SG<1 Y SG >1,Hidrómetros ASTM en °API,Alcoholímetros en (%Vol),Hidrómetros en (°Brix),Lactómetros en Quevenne (°Q)",--,"<p>0,0029 kg/m<sup>3</sup></p><p>0,58 °Bé</p><p>0,096 °API&nbsp;</p><p>0,62 %Vol&nbsp;</p><p>0,30 °Brix</p><p>0,72 °Q</p>",--,--,--,--
68,LC-166,--,--,Masa,"Pesas clase F1 o inferiores,Pesas no normalizadas",--,"<p>± 0,011 mg</p><p>± 0,011 mg</p><p>± 0,012 mg</p><p>± 0,014 mg</p><p>± 0,015 mg</p><p>± 0,016 mg</p><p>± 0,020 mg</p><p>± 0,029 mg</p><p>± 0,031 mg</p><p>± 0,084 mg</p><p>± 0,16 mg</p><p>± 0,34 mg</p>",--,--,--,--
68,LC-167,--,--,Masa,"Pesas clase F1 o inferiores,Pesas no normalizadas",--,"<p>± 1,4 mg</p><p>± 2,0 mg</p><p>± 4,6 mg</p><p>± 8,8 mg</p>",--,--,--,--
68,LC-168,--,--,Masa,"Pesas clase F2 o inferiores,Pesas no normalizadas",--,"<p>± 18 mg</p>",--,--,--,--
68,LC-169,--,--,Masa,"Instrumento para pesar de funcionamiento no automático",--,"<p>± 0,028 mg</p><p><br></p><p>± 0,045 mg</p><p><br></p><p>± 0,054 mg</p><p><br></p><p>± 0,079 mg&nbsp;</p><p><br></p><p>± 0,089 mg</p><p><br></p><p>± 0,11 mg&nbsp;</p><p><br></p><p>± 0,18 mg</p><p><br></p><p>± 0,18 mg</p><p><br></p><p>± 0,45 mg</p><p><br></p><p>± 0,79 mg</p><p><br></p><p>± 6,3 mg</p><p><br></p><p>± 9,2 mg</p><p><br></p><p>± 58 mg</p><p><br></p><p>± 19 mg</p><p><br></p><p>± 60 mg</p><p><br></p><p>± 0,58 g</p><p><br></p><p>± 82 mg</p><p><br></p><p>± 0,58 g</p><p><br></p><p>± 0,17 g</p><p><br></p><p>± 1,1 g</p><p><br></p><p>± 2,5 g&nbsp;</p><p><br></p><p>± 6,3 g</p><p><br></p><p>± 58 g</p>",--,--,--,--
68,LC-170,--,--,Volumen,"Instrumentos Volumétricos, que se calibran por “contenido” [IN] o por “vertido” [EX], como: pipetas volumétricas y graduadas, matraces aforados probetas cilíndricas graduadas, buretas, picnómetro, recipientes cónicos (cono imhoff, tubo centrífuga)",--,"<p>0,000 17 ml</p><p>0,000 11 ml</p><p>0,000 60 ml</p><p>0,000 54 ml</p><p>0,001 4 ml</p><p>0,001 8 ml</p><p>0,001 8 ml</p><p>0,003 8 ml</p><p>0,006 5 ml</p><p>0,004 0 ml</p><p>0,019 ml</p><p>0,022 ml</p><p>0,036 ml</p><p>0,065 ml</p><p>0,29 ml</p>",--,--,--,--
68,LC-171,--,--,Presión,"Medidores de Presión analógicos, digitales, tipo Bourdon.",--,"<p>1,3 kPa</p><p>2,1 kPa</p><p>10,2 kPa</p><p>10,3 kPa</p><p>10,2 kPa</p><p>10,1 kPa</p><p>57 kPa</p>",--,--,--,--
68,LC-172,--,--,Presión,"Medidores de Presión analógicos, digitales, tipo Bourdon.",--,"<p>1,3 kPa</p><p>2,1 kPa</p><p>10,2 kPa</p><p>10,3 kPa</p><p>10,2 kPa</p><p>10,1 kPa</p><p>57 kPa</p>",--,--,--,--
68,LC-173,--,--,Vacío,"Medidores de Vacío
analógicos, digitales, tipo
Bourdon.",--,"<p><span style="color: black;">1,3 kPa</span></p>",--,--,--,--
68,LC-174,--,--,Vacío,"Medidores de Vacío
analógicos, digitales, tipo
Bourdon.",--,"<p><span style="color: black;">1,3 kPa</span></p>",--,--,--,--
68,LC-175,--,--,Volumen,"Aparatos Volumétricos Accionados Mediante Pistón – Pipetas de Pistón, Buretas tipo Pistón, Dilutores, Dispensadores",--,"<p>0,042 µl</p><p>0,051 µl</p><p>0,049 µl</p><p>0,051 µl</p><p>0,21 µl</p><p>0,20 µl</p><p>0,83 µl</p><p>1,2 µl</p><p>0,55 µl</p><p>7,3 µl</p><p>12 µl</p>",--,--,--,--
68,LC-176,--,--,Temperatura,"Termómetros de Líquido en Vidrio, Inmersión parcial, total o completa.",--,"<p>0,46 °C</p><p>0,26 °C</p><p>0,42 °C</p><p>0,31 °C</p><p>0,23 °C</p>",--,--,--,--
68,LC-177,--,--,Temperatura,"Termómetros de Indicación Análoga o Tipo Dial.",--,"<p>0,48 °C</p><p>0,31 °C</p><p>0,26 °C</p><p>0,49 °C</p><p>0,53 °C</p><p>1,4 °C</p><p>1,4 °C</p><p>1,4 °C</p>",--,--,--,--
68,LC-178,--,--,"Temperatura y Humedad","Termohigrómetros, higrómetros, medidores de condiciones ambientales de indicación análoga o digital.",--,"<p>0,58 °C</p><p>0,56 °C</p><p>0,56 °C</p><p>0,57 °C</p><p>&nbsp;</p><p>2,1 %HR</p><p>2,4 %HR</p><p>2,5 %HR</p><p>2,3 %HR</p>",--,--,--,--
68,LC-179,--,--,Temperatura,"Termómetros Digitales, Termopares, termorresistencias, termistores",--,"<p>0,47 °C</p><p>0,31 °C</p><p>0,25 °C</p><p>0,48 °C</p><p>0,53 °C</p><p>1,4 °C</p><p>1,4 °C</p><p>1,5 °C</p><p>1,7 °C</p><p>1,1 °C</p><p>0,90 °C</p><p>1,4 °C</p><p>1,3 °C</p>",--,--,--,--
68,LC-180,--,--,Conductividad,"Conductímetros digitales, compuestos de electrodo de Conductividad y Equipo de Lectura",--,"<p>0,17 μS/cm</p><p>0,14 μS/cm</p><p>1,0 μS/cm</p><p>6,5 μS/cm</p><p>40 μS/cm</p>",--,--,--,--
68,LC-181,--,--,Conductividad,"Conductímetros digitales, compuestos de electrodo de Conductividad y Equipo de Lectura",--,"<p>0,17 μS/cm</p><p>0,14 μS/cm</p><p>1,0 μS/cm</p><p>6,5 μS/cm</p><p>40 μS/cm</p>",--,--,--,--
68,LC-182,--,--,"Potencial de Hidrógeno","pHmetros digitales, compuestos de electrodo de pH y Equipo de Lectura",--,"<p>0,018 pH</p><p>0,015 pH</p><p>0,031 pH</p>",--,--,--,--
68,LC-183,--,--,Temperatura,"Termómetros de Indicación Análoga o Tipo Dial.",--,"<p>0,48 °C</p><p>0,31 °C</p><p>0,26 °C</p><p>0,49 °C</p><p>0,53 °C</p><p>1,4 °C</p><p>1,4 °C</p><p>1,4 °C</p>",--,--,--,--
68,LC-184,--,--,Temperatura,"Termómetros Digitales, Termopares, termorresistencias, termistores",--,"<p>0,47 °C</p><p>0,31 °C</p><p>0,25 °C</p><p>0,48 °C</p><p>0,53 °C</p><p>1,4 °C</p><p>1,4 °C</p><p>1,5 °C</p><p>1,7 °C</p><p>1,1 °C</p><p>0,90 °C</p><p>1,4 °C</p><p>1,3 °C</p>",--,--,--,--
68,LC-185,--,--,Masa,"Instrumento para pesar de funcionamiento no automático",--,"<p>± 0,028 mg</p><p><br></p><p>± 0,045 mg</p><p><br></p><p>± 0,054 mg</p><p><br></p><p>± 0,079 mg</p><p><br></p><p>± 0,089 mg</p><p><br></p><p>± 0,11 mg</p><p><br></p><p>± 0,18 mg</p><p><br></p><p>± 0,18 mg</p><p><br></p><p>± 0,45 mg</p><p><br></p><p>± 0,79 mg</p><p><br></p><p>± 6,3 mg</p><p><br></p><p>± 9,2 mg</p><p><br></p><p>± 58 mg</p><p><br></p><p><br></p><p>± 19 mg</p><p><br></p><p>± 60 mg</p><p><br></p><p>± 0,58 g</p><p><br></p><p>± 82 mg</p><p><br></p><p>± 0,58 g</p><p><br></p><p>± 0,17 g</p><p><br></p><p>± 1,1 g</p><p><br></p><p>± 2,5 g</p><p><br></p><p>± 6,3 g</p><p><br></p><p>± 58 g</p>",--,--,--,--
68,LC-186,--,--,Volumen,"Aparatos Volumétricos Accionados Mediante Pistón – Pipetas de Pistón, Buretas tipo Pistón, Dilutores, Dispensadores",--,"<p>0,078 µl</p><p>0,086 µl</p><p>0,13 µl</p><p>0,31 µl</p><p>0,38 µl</p><p>0,76 µl</p><p>0,88 µl</p><p>0,52 µl</p><p>1,0 µl</p><p>6,4 µl</p><p>8,8 µl</p><p>21 µl</p>",--,--,--,--
309,LC-187,--,--,Opacidad,Opacímetro,--,"<p>y=-0,0102x+0,8868</p>",--,--,--,--
309,LC-188,--,--,Fuerza,"Frenómetro de rodillo",--,"<p>7,4 N</p>",--,--,--,--
309,LC-189,--,--,Fuerza,"Frenómetro de rodillo",--,"<p>7,4 N</p>",--,--,--,--
309,LC-190,--,--,Fuerza,"Banco de pruebas de suspensión vehicular",--,"<p>y=0,0015x+0,6789</p>",--,--,--,--
309,LC-191,--,--,Longitud,"Alineadores al paso para revisión vehicular",--,"<p>0,58 m/km</p>",--,--,--,--
98,LC-192,--,--,Temperatura,"Termohigrómetros,Termómetros ambientales",--,"<p>0,28 °C</p>",--,--,--,--
98,LC-193,--,--,Humedad,"Termohigrómetros,Higrómetros ambientales",--,"<p>1,2 %HR</p>",--,--,--,--
98,LC-194,--,--,"Temperatura por comparación","Termómetros digitales e Indicadores de temperatura con sensor (Resistivo, RTD, termistores, termopares)",--,"<p>0,071 °C</p><p>0,060 °C</p><p>0,069 °C</p>",--,--,--,--
98,LC-195,--,--,"Volumen (Indicación)","Micropipetas fijas y variables",--,"<p>0,043 ul</p><p>0,072 ul</p><p>0,17 ul</p><p>0,22 ul</p><p>0,44 ul</p>",--,--,--,--
98,LC-196,--,--,"Presión (Indicación)","Esfigmomanómetros mecánicos no invasivos",--,"<p>1,2 mmHg</p>",--,--,--,--
98,LC-197,--,--,"Energía (Indicación)","Desfibriladores manuales externos Bifásicos",--,"<p>0,64 J</p>",--,--,--,--
98,LC-198,--,--,"Presión (Indicación)","Esfigmomanómetros mecánicos no invasivos",--,"<p>1,2 mmHg</p>",--,--,--,--
98,LC-199,--,--,"Energía (Indicación)","Desfibriladores manuales externos Bifásicos",--,"<p>0,64 J</p>",--,--,--,--
360,LC-200,--,--,Fuerza,"Máquina de ensayo de tracción",--,"<p>(0,0007*F+0,1353) N</p><p>F= fuerza aplicada en N</p>",--,--,--,--
360,LC-201,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p>(0,0004*F+0,496) N</p><p>F= fuerza aplicada en N</p>",--,--,--,--
360,LC-202,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p>(0,0007*F+0,0026) kN</p><p>F= fuerza aplicada en kN</p>",--,--,--,--
360,LC-203,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p>(0,0001*F+0,0121) kN</p><p>F= fuerza aplicada en kN</p>",--,--,--,--
360,LC-204,--,--,Fuerza,"Máquina de ensayo de tracción",--,"<p>(0,0007*F+0,1353) N</p><p>F= fuerza aplicada en N</p>",--,--,--,--
360,LC-205,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p>(0,0004*F+0,496) N</p><p>F= fuerza aplicada en N</p>",--,--,--,--
360,LC-206,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p>(0,0007*F+0,0026) kN</p><p>F= fuerza aplicada en kN</p>",--,--,--,--
360,LC-207,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p><span style="color: rgb(32, 36, 41);">(0,0001*F+0,0121) kN F= fuerza aplicada en kN</span></p>",--,--,--,--
360,LC-208,--,--,Fuerza,"Máquina de ensayo de compresión",--,"<p>(0,0005*F+0,1559) kN</p><p>F= fuerza aplicada en kN</p>",--,--,--,--
292,LC-209,--,--,"Frecuencia cardiaca desde ECG Indicación","Monitor de signos vitales",--,"<p>±0,8 lpm</p>",--,--,--,--
292,LC-210,--,--,"Presión (Indicación)","Máquina de anestesia modalidad PEEP",--,"<p>± 0,6 mbar</p>",--,--,--,--
292,LC-211,--,--,"Frecuencia respiratoria Indicación","Monitor de signos vitales",--,"<p>± 0,8 rpm </p>",--,--,--,--
292,LC-212,--,--,"Presión arterial no invasiva indicación","Monitor de signos vitales",--,"<p>± 0,7 mmHg </p>",--,--,--,--
292,LC-213,--,--,"Presión arterial invasiva indicación","Monitor de signos vitales",--,"<p>± 0,8 mmHg</p><p>± 0,8 mmHg</p><p>± 0,9 mmHg</p><p>± 1,0 mmHg</p><p><br></p>",--,--,--,--
292,LC-214,--,--,"Potencia (Indicación)","Electrobisturí: modalidad bipolar",--,"<p>± 0,6 W</p><p>± 0,8 W</p><p>± 1,1 W</p><p>± 1,4 W</p>",--,--,--,--
292,LC-215,--,--,"Potencia (Indicación)","Electrobisturí : modalidad corte",--,"<p>± 0,6 W</p><p>± 1,1 W</p><p>± 1,9 W</p><p>± 1,8 W</p>",--,--,--,--
292,LC-216,--,--,"Potencia (Indicación)","Electrobisturí: modalidad coagulación",--,"<p>± 0,6 W</p><p>± 0,9 W</p><p>± 1,5 W</p><p>± 2,0 W</p>",--,--,--,--
292,LC-217,--,--,"Energía (Indicación)",Desfibrilador,--,"<p>± 0,6 J</p><p>± 0,6 J</p><p>± 0,7 J</p><p>± 0,9 J</p><p>± 1,0 J</p>",--,--,--,--
292,LC-218,--,--,"Frecuencia cardíaca (Indicación)",Desfibrilador,--,"<p>±0,6 lpm</p><p>±0,8 lpm</p><p>±0,7 lpm</p><p>± 0,6 lpm</p><p>± 0,6 lpm</p>",--,--,--,--
292,LC-219,--,--,"Presión (Indicación)","Ventilador modalidad PEEP",--,"<p>± 0,6 mbar</p>",--,--,--,--
292,LC-220,--,--,"Presión (Indicación)","Ventilador modalidad PIP",--,"<p>± 0,6 mbar</p>",--,--,--,--
292,LC-221,--,--,"Volumen (Indicación)","Máquina de anestesia",--,"<p>± 1,5 mL</p><p>±3,4 mL</p><p>±5,1 mL</p><p>±6,9 mL</p>",--,--,--,--
292,LC-222,--,--,"Volumen (Indicación)",Ventilador,--,"<p>± 1,5 mL</p><p>± 3,3 mL</p><p>± 5,1 mL</p><p>± 6,9 mL</p>",--,--,--,--
292,LC-223,--,--,"Mezcla de gases 
Concentración de O2 (Indicación)","Máquina de anestesia",--,"<p>± 0,6 %O2</p><p>± 0,6 %O2</p>",--,--,--,--
292,LC-224,--,--,"Mezcla de gases 
Concentración de O2 (Indicación)",Ventilador,--,"<p>± 0,6 %O2</p><p>± 0,6 %O2</p><p>± 0,6 %O2</p><p>± 0,6 %O2</p>",--,--,--,--
292,LC-225,--,--,"Presión (Indicación)","Máquina de anestesia modalidad PIP",--,"<p>± 0,6 mbar</p>",--,--,--,--
348,LC-226,--,--,Volumen,"Pipetas Automáticas,Buretas tipo pistón,Dilutores y Dispensadores",--,"<p class="ql-align-justify">± 0,008 ul</p><p class="ql-align-justify">± 0,017 ul</p><p class="ql-align-justify">± 0,017 ul</p><p class="ql-align-justify">± 0,022 ul</p><p class="ql-align-justify">± 0,22 ul</p><p class="ql-align-justify">± 0,22 ul</p><p class="ql-align-justify">± 0,22 ul</p><p class="ql-align-justify">± 0,25 ul</p><p class="ql-align-justify">± 0,31 ul</p><p class="ql-align-justify">± 0,48 ul</p><p class="ql-align-justify">± 1,3 ul</p><p class="ql-align-justify">± 2,1 ul</p><p class="ql-align-justify">± 4,7 ul</p><p class="ql-align-justify"><span style="color: rgb(0, 0, 0);">± 10 ul</span></p>",--,--,--,--
348,LC-227,--,--,Temperatura,"Termómetros bimetálico",--,"<p>± 0,18 °C</p><p>± 0,46 °C&nbsp;</p>",--,--,--,--
348,LC-228,--,--,Temperatura,"Termómetros bimetálico",--,"<p>± 0,18 °C&nbsp;</p><p><span style="color: rgb(0, 0, 0);">± 0,46 °C&nbsp;</span></p>",--,--,--,--
348,LC-229,--,--,Temperatura,"Termómetros digitales",--,"<p>± 0,10 °C</p><p>± 0,36 °C&nbsp;</p>",--,--,--,--
348,LC-230,--,--,Temperatura,"Termómetro de Radiación",--,"<p>± 1,4 °C</p><p>± 3,5 °C&nbsp;</p>",--,--,--,--
348,LC-231,--,--,Temperatura,"Termómetros de Líquido en Vidrio de Inmersión Parcial",--,"<p>± 0,18 °C&nbsp;</p>",--,--,--,--
348,LC-232,--,--,Temperatura,"Termómetros digitales",--,"<p>± 0,074 °C</p><p>± 0,35 °C&nbsp;</p>",--,--,--,--
348,LC-233,--,--,Temperatura,"Termómetros de Líquido en Vidrio de Inmersión Parcial",--,"<p>± 0,18 °C&nbsp;</p>",--,--,--,--
348,LC-235,--,--,"Presión Relativa
Neumática","Manómetros Analógicos y Digitales",--,"<p>0,010 kPa</p><p>(0,001 5 psi)&nbsp;</p>",--,--,--,--
348,LC-236,--,--,"Presión Relativa
Neumática","Manómetros Analógicos y Digitales",--,"<p>0,049 kPa</p><p>(0,007 1 psi)&nbsp;</p>",--,--,--,--
348,LC-237,--,--,"Presión Relativa
Neumática","Manómetros analógicos",--,"<p>0,40 kPa</p><p>(0,058 psi)&nbsp;</p>",--,--,--,--
348,LC-234,--,--,Masa,"Instrumentos de
pesas de
funcionamiento no
automático (Balanzas)",--,"<p class="ql-align-justify">± 0,67 mg&nbsp;</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 0,42 mg</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 2,2 mg</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 12 mg</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 0,20 g</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 1,2 g</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 5,8 g</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify">± 12 g</p><p class="ql-align-justify">&nbsp;</p><p class="ql-align-justify"><span style="color: rgb(0, 0, 0);">± 130 g&nbsp;</span></p>",--,--,--,--
348,LC-238,--,--,"Presión Relativa
Neumática","Manómetros analógicos",--,"<p>2,0 kPa</p><p>(0,29 psi)&nbsp;</p>",--,--,--,--
348,LC-239,--,--,Temperatura,"Termómetro de Radiación",--,"<p class="ql-align-justify">± 1,4 °C</p><p><span style="color: rgb(0, 0, 0);">± 3,5 °C&nbsp;</span></p>",--,--,--,--
348,LC-240,--,--,Volumen,"Recipientes volumétricos:
Matraces, pipetas, balones,
probetas, 
buretas, 
picnómetros, trampa de
agua, conos Imhoff, tubos
de centrífuga, de material
de vidrio y plásticos.",--,"<p>± 0,00 31 ml</p><p>± 0,011 ml</p><p>± 0,74 ml&nbsp;</p>",--,--,--,--
348,LC-241,--,--,Masa,"Pesas de clase F2
según OIML – R111
o inferiores
Pesas 
no 
normalizadas",--,"<p>± 0,020 mg</p><p>± 0,020 mg</p><p>± 0,020 mg</p><p>± 10 mg</p><p>± 25 mg&nbsp;</p>",--,--,--,--
348,LC-242,--,--,Masa,"Pesas de clase M1
según OIML – R111
o inferiores
Pesas 
no 
normalizadas",--,"<p>± 160 mg</p><p>± 300 mg</p><p>± 325 mg</p>",--,--,--,--
323,LC-243,--,--,Masa,"Pesas de clase M1",--,"<p>0,13</p><p>0,035</p><p>0,039</p><p>0,032&nbsp;</p><p>0,0018</p><p>0,0011&nbsp;&nbsp;</p><p>0,00072</p><p>0,00068</p><p>0,00067</p><p><br></p>",--,--,--,--
323,LC-244,--,--,Masa,"Balanzas clase I,Balanzas clase II,Balanzas clase III",--,"<p>CLASE I</p><p>0,000 35 g</p><p><br></p><p>0,000 35 g</p><p><br></p><p>0,000 35 g</p><p><br></p><p>0,006 5 g</p><p><br></p><p>0,032 g</p><p><br></p><p>0,13 g</p><p><br></p><p><br></p><p>CLASE II</p><p>0,065 g</p><p><br></p><p>0,065 g</p><p><br></p><p>0,13 g</p><p><br></p><p>0,32 g</p><p><br></p><p><br></p><p>CLASE III</p><p>0,065 g</p><p><br></p><p>0,65 g</p><p><br></p><p>0,006 5 kg</p><p><br></p><p>0,013 kg</p><p><br></p><p>0,032 kg</p><p><br></p><p>0,065 kg</p><p><br></p><p>0,32 kg</p><p><br></p><p>0,65 kg</p><p><br></p><p>1,1 kg</p><p><br></p><p>1,4 kg&nbsp;</p>",--,--,--,--
323,LC-245,--,--,Masa,"Balanzas clase I,Balanzas clase II,Balanzas clase III",--,"<p>CLASE I</p><p>0,000 35 g</p><p><br></p><p>0,000 35 g</p><p><br></p><p>0,000 35 g</p><p><br></p><p>0,006 5 g</p><p><br></p><p>0,032 g</p><p><br></p><p>0,13 g</p><p><br></p><p><br></p><p>CLASE II</p><p>0,065 g</p><p><br></p><p>0,065 g</p><p><br></p><p>0,13 g</p><p><br></p><p>0,32 g</p><p><br></p><p><br></p><p>CLASE III</p><p>0,065 g</p><p><br></p><p>0,65 g</p><p><br></p><p>0,006 5 kg</p><p><br></p><p>0,013 kg</p><p><br></p><p>0,032 kg</p><p><br></p><p>0,065 kg</p><p><br></p><p>0,32 kg</p><p><br></p><p>0,65 kg</p><p><br></p><p>1,1 kg</p><p><br></p><p>1,4 kg</p>",--,--,--,--
348,LC-246,--,--,Masa,"Pesas de clase F1
según OIML – R111
o inferiores. Pesas 
no normalizadas",--,"<p class="ql-align-justify">± 0,0080 mg</p><p class="ql-align-justify">±&nbsp;0,010&nbsp;mg</p><p class="ql-align-justify">± 0,012 mg</p><p class="ql-align-justify">± 0,016 mg</p><p class="ql-align-justify">±&nbsp;0,020&nbsp;mg</p><p class="ql-align-justify">± 0,025 mg</p><p class="ql-align-justify">± 0,030 mg</p><p class="ql-align-justify">±&nbsp;0,040&nbsp;mg</p><p class="ql-align-justify">± 0,050 mg</p><p class="ql-align-justify">± 0,060 mg</p><p class="ql-align-justify">± 0,080 mg</p><p class="ql-align-justify">±&nbsp;0,10&nbsp;mg</p><p class="ql-align-justify">± 0,16 mg</p><p class="ql-align-justify">± 0,30 mg</p><p class="ql-align-justify">± 0,80 mg</p><p class="ql-align-justify">±&nbsp;1,6&nbsp;mg</p><p class="ql-align-center"><br></p><p class="ql-align-center"><br></p>",--,--,--,--
408,LC-247,--,--,"Presión neumática","Manómetros clase de exactitud ≥ 0,2 %",--,"<p>2,0 kPa 0,3 psi</p>",--,--,--,--
408,LC-248,--,--,"Presión hidráulica","Manómetros clase de exactitud ≥ 0,2 %",--,"<p>9,9 kPa 1,4 psi</p>",--,--,--,--
408,LC-249,--,--,"Presión hidráulica","Manómetros clase de exactitud ≥ 0,2 %",--,"<p>96,5 kPa 14 psi</p>",--,--,--,--
408,LC-250,--,--,"Presión hidráulica","Manómetros clase de exactitud ≥ 0,2 %",--,"<p>199,9 kPa 29 psi</p>",--,--,--,--
408,LC-251,--,--,"Presión neumática","Indicadores digitales,módulos digitales de presión, Clase de exactitud ≥ 0,2 % FS",--,"<p>0,18 kPa 0,03 psi</p>",--,--,--,--
408,LC-252,--,--,"Presión Hidráulica","Indicadores digitales,módulos digitales de presión, Clase de exactitud ≥ 0,2 % FS",--,"<p>0,62 kPa 0,09 psi</p>",--,--,--,--
408,LC-253,--,--,"Presión hidráulica","Indicadores digitales,módulos digitales de presión, Clase de exactitud ≥ 0,2 % FS",--,"<p>1,86 kPa 0,3 psi</p>",--,--,--,--
