OnaSiglas,IdOrganizacion,OrgFechaRegistro,OrgNombreComercial,OrgRazonSocial,OrgCodigoAcreditacion,OrgPais,OrgCiudad,OrgDireccion,OrgWeb,orgCorreo,orgTelefono,OrgEstadoAcreditado,OrgEsquemaAcreditado,OrgNormaAcreditada,OrgReconocimiento,OrgFechaEfectivaAcreditacion,OrgPeriodoVigencia,OrgFechaActualizacion,OrgUrlCertificado
SAE,947,--,CUYABENOPETRO,"CUYABENOPETRO S A","SAE LEN 24-001",Ecuador,Quito,"AV. PAMPITE Y SIMON VALENZUELA Edificio YOO CUMBAYÁ OF 517",NULL,123cynthia.espinoza@cuyabenopetro.com,"+593 2-393-3960",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-19 04:29:21",https://sisac.acreditacion.gob.ec/storage/users/cuyabenopetro/accreditation_application/1831/pdf_actives_scopes/2024_02_19_09_29_21_Alcances_E-SAE-LEN-23-0030_20240219_092916.pdf
SAE,1004,--,"DALEDIGITAL DISPOSITIVOS S.A.S","DALEDIGITAL DISPOSITIVOS S.A.S","SAE LC 24-004",Ecuador,Quito,"MANUEL CORNEJO OE5-45 Y PEDRO FREILE",NULL,123ventas@daledigital.net,"+593 98 934 1072",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-05-02 06:14:45",https://sisac.acreditacion.gob.ec/storage/users/daledigital/accreditation_application/1920/pdf_actives_scopes/2024_05_02_11_14_45_Alcances_E-SAE-LCA-23-0010_20240502_111439.pdf
SAE,164,--,"DANTON S.A.","DANTON S.A.","SAE OI 20-004",Ecuador,Quito,"Av. Amazonas N 36 LC 201 y Japón",NULL,123secretaria@revision-vehicular.com,"+593 98 691 2243",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-03-11 04:26:10",https://sisac.acreditacion.gob.ec/storage/users/danton/accreditation_application/996/pdf_actives_scopes/2024_03_11_09_26_10_Alcances_E-SAE-OI-19-008_20240311_092604.pdf
SAE,625,--,"DE LA TORRE ASESORIA ALIMENTARIA AGDR CIA LTDA","DE LA TORRE ASESORIA ALIMENTARIA AGDR CIA LTDA","SAE OI 16-012",Ecuador,Quito,"FRANCISCO GRANIZO Y AV. MARISCAL SUCRE",NULL,123gracedelatorrer3@gmail.com,"+593 99 710 3187",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-08-08 11:16:50","https://sisac.acreditacion.gob.ec/storage/users/agdrasesoria/accreditation_application/959/pdf_actives_scopes/2024_08_08_16_16_50_Alcances_SAE INS 15-018_20240808_161645.pdf"
SAE,271,--,"DEGSO CIA. LTDA","DEGSO CIA. LTDA","SAE LC 21-001",Ecuador,Quito,"Mariano Pozo N73-77 y N73A",NULL,123rodrigo.cahuenas@degso.com,"+593 2-280-4919",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-25 05:34:12","https://sisac.acreditacion.gob.ec/storage/users/eguerrero1791/accreditation_application/498/pdf_actives_scopes/2024_11_25_10_34_12_Alcances_E–SAE LCA 21.001_20241125_103410.pdf"
SAE,12,--,"DEMAPA CIA. LTDA.","DEMAPA DESARROLLO Y MANEJO DE PROYECTOS AMBIENTALES CIA. LTDA.","SAE LEN 13-001",Ecuador,Quito,"Panamericana norte Km  9 1/2. Urb. 27 de octubre, casa No. 79.",NULL,123atencionaclientes@demapa.com,"+593 2-500-7733",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:47:02","https://sisac.acreditacion.gob.ec/storage/users/demapacia/accreditation_application/590/pdf_actives_scopes/2024_02_07_08_47_02_Alcances_OAE LE 12-004_20240207_084655.pdf"
SAE,610,--,"DEPARTAMENTO DE CIENCIA DE ALIMENTOS Y BIOTECNOLOGÍA","ESCUELA POLITÉCNICA NACIONAL","SAE LEN 23-010",Ecuador,Quito,"Ladrón de Guevara E11-253 y Andalucía. Quito - Ecuador",NULL,123mauricio.criollo@epn.edu.ec,"+593 2-297-6300",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:00:37",https://sisac.acreditacion.gob.ec/storage/users/decabepn/accreditation_application/1341/pdf_actives_scopes/2024_02_07_09_00_37_Alcances_E-SAE-LEN-23-0026_20240207_090031.pdf
SAE,371,--,"DEPARTAMENTO DE LABORATORIO Y CONTROL DE CALIDAD REFINERIA ESMERALDAS","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR - Departamento de Laboratorio y Control de Calidad de la Refinería Esmeraldas","SAE LEN 13-002",Ecuador,Esmeraldas,"Km 7 1/2 Vía Atacames s/n",NULL,123johanna.reyna@eppetroecuador.ec,"+593 6-299-4000",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:55:36","https://sisac.acreditacion.gob.ec/storage/users/saelen13002/accreditation_application/1420/pdf_actives_scopes/2024_02_07_08_55_36_Alcances_OAE LE 12-006_20240207_085529.pdf"
SAE,1247,--,"DIGITRON LTDA","DIGITRON LTDA","SAE LEN 24-008",Colombia,Bogotá,"Carrera 27 A #42-11 Barrio La Soledad",NULL,123administracion@digitron.com.co,7448720,Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Internacional,--,--,"2024-08-29 10:08:07","https://sisac.acreditacion.gob.ec/storage/users/lfcuervo24/accreditation_application/2477/pdf_actives_scopes/2024_08_29_15_08_07_Alcances_E SAE LEN 24 013_20240829_150802.pdf"
SAE,291,--,"ECI PRUEBAS&INSPECCION CIA. LITDA.","ECI PRUEBAS&INSPECCION CIA. LITDA.","SAE OI 21-003",Ecuador,Quito,"Quito, Conocoto, Calle Princesa Toa y Princesa Caccha N3-257.",NULL,123juan.gangotena@eciecuador.com,"+593 98 400 4224",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-08-16 05:56:14",https://sisac.acreditacion.gob.ec/storage/users/eciproject2022/accreditation_application/716/pdf_actives_scopes/2024_08_16_10_56_14_Alcances_E-SAE-OI-21-005_20240816_105604.pdf
SAE,332,--,Ecuachemlab,"Ecuachemlab Laboratorio Químico y Microbiológico del Ecuador","SAE LEN 17-001",Ecuador,Quito,"Los Ruiseñores 585 y Río Curaray, Mirasierra - Valle de los Chillos",NULL,123gerenciageneral@ecuachemlab.com.ec,"+593 99 944 1402",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-15 05:58:08","https://sisac.acreditacion.gob.ec/storage/users/ecuachemlab2022/accreditation_application/673/pdf_actives_scopes/2024_10_15_10_58_08_Alcances_E - SAE LEN 16.007_20241015_105803.pdf"
SAE,187,--,"Ecuasupervisions S.A. Ecuasupersa","Ecuasupervisions S.A. Ecuasupersa","SAE OI 16-001",Ecuador,"Santo Domingo","Calle Georgetown S/N y Rio Yamboya Edificio Zamora Piso 3 Oficina 301",NULL,123ecua.supervision2019@gmail.com,"+593 98 708 9296",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-06-06 03:40:16","https://sisac.acreditacion.gob.ec/storage/users/ecusuper23900/accreditation_application/721/pdf_actives_scopes/2024_06_06_08_40_16_Alcances_OAE OI 15-003_20240606_084005.pdf"
SAE,753,--,ECUSCIENCE,"LABORATORIO CIENTIFICO ECUADOR ECUSCIENCE S.A.","SAE LEN 24-002",Ecuador,Guayaquil,"AV. JUAN TANCA MARENGO Intersección: 2DO PJ 32N Kilómetro: 4.5 Edificio: CENTRO COMERCIAL PLAZA SAI BABA Número de oficina: 7 Referencia: FRENTE AL MI COMISARIATO",NULL,123presidencia@ecuscience.com,"+593 4-603-2555",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-19 10:50:16",https://sisac.acreditacion.gob.ec/storage/users/ecuscience/accreditation_application/1925/pdf_actives_scopes/2024_02_19_15_50_16_Alcances_E-SAE-LEN-23-0031_20240219_155008.pdf
SAE,396,--,"EDESA S.A","EDESA S.A.",NULL,Ecuador,Quito,"Av. Moran Valverde OE3-129 y Quitumbe Ñan",NULL,123sandra.guerra@edesa.com.ec,"+593 2-395-2900",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:50:17","https://sisac.acreditacion.gob.ec/storage/users/sguerra2377/accreditation_application/1061/pdf_actives_scopes/2024_02_07_08_50_17_Alcances_E-SAE LEN 19-013_20240207_085010.pdf"
SAE,1102,--,"ELAB EFICIENCIA EN LABORATORIO","ELAB EFICIENCIA EN LABORATORIO","SAE LEN 24-013",Ecuador,Quito,"Agustín Azkunaga OE4-95 y Brasil",NULL,123miryangabriela@gmail.com,"+593 99 346 1974",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-21 07:22:05",https://sisac.acreditacion.gob.ec/storage/users/mfloresh/accreditation_application/2171/pdf_actives_scopes/2024_10_21_12_22_05_Alcances_E-SAE-LEN-24-003_20241021_122203.pdf
SAE,660,--,"ELICROM CIA. LTDA.","ELICROM CIA. LTDA.","SAE LC 10-009",Ecuador,Guayaquil,"CDLA. GUAYAQUIL MZ 21, CALLE PRMRA SOLAR 10",NULL,123yaguilar@elicrom.com,"+593 99 933 7519",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:50:41","https://sisac.acreditacion.gob.ec/storage/users/jpineda123/accreditation_application/472/pdf_actives_scopes/2024_02_07_08_50_41_Alcances_OAE LC 08-006_20240207_085028.pdf"
SAE,661,--,"ELICROM CIA. LTDA.","ELICROM CIA. LTDA.","SAE LEN 10-010",Ecuador,Guayaquil,"CDLA GUAYAQUIL MZ 21, CALLE PROIMERA SOLAR 10",NULL,123ssaenz@elicrom.com,"+593 4-228-2007",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-07-01 08:43:59","https://sisac.acreditacion.gob.ec/storage/users/spineda123/accreditation_application/1609/pdf_actives_scopes/2024_07_01_13_43_59_Alcances_OAE LE 08-006_20240701_134312.pdf"
SAE,330,--,"ELITE SURVEY GROUP","ELITE SURVEY ELISURV S.A","SAE OI 17-014",Ecuador,Guayaquil,"AV. ISIDRO AYORA Y AV. DR FRANCISCO RIZZO SAMANES 1 MZ 145 VILLA 20 PISO 2",NULL,123mdiaz@elitesurveygroup.com,"+593 99 151 7651",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-09-06 04:48:24","https://sisac.acreditacion.gob.ec/storage/users/elite/accreditation_application/1321/pdf_actives_scopes/2024_09_06_09_48_24_Alcances_SAE INS 16-007_20240906_094816.pdf"
SAE,125,--,"ELORDEÑO S.A.","SOCIEDAD INDUSTRIAL GANADERA EL ORDEÑO S.A.","SAE LEN 23-004",Ecuador,Quito,"LABORATORIO Panamericana Sur km 34,5 junto al fuerte militar Atahualpa, entrada Aichapicho OFICINAS Mariscal Sucre, Barrio: La Floresta, Calle: Isabel La Católica, Numeración: N24-430, Trasversal: Luis Cordero. Edificio RFS Centro de Negocios 3er piso (at",NULL,123eclavijo@elordeno.com,"+593 2-382-8600",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-15 05:44:08",https://sisac.acreditacion.gob.ec/storage/users/jpgrijalva/accreditation_application/1611/pdf_actives_scopes/2024_10_15_10_44_08_Alcances_E-SAE-LEN-22-0042_20241015_104406.pdf
SAE,98,--,"EMCO Cía. Ltda.","EMCOMEDICAL ELECTRONICA MEDICA Y CONTROL CIA. LTDA","SAE LC 22-003",Ecuador,Quito,"Joaquín Ayllón N29-28 y Bartolomé de Las Casas",NULL,123calidad@emco.com.ec,"+593 2-321-2518",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:50:57",https://sisac.acreditacion.gob.ec/storage/users/emcomedica/accreditation_application/664/pdf_actives_scopes/2024_02_07_08_50_57_Alcances_E-SAE-LCA-22-001_20240207_085051.pdf
SAE,325,--,"EMPRESA DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP","EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP","SAE LEN 12-003",Ecuador,Cuenca,"Benigno Malo 7-78 y Sucre",NULL,123aarevalo@etapa.net.ec,"+593 7-283-1900",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-13 11:15:47","https://sisac.acreditacion.gob.ec/storage/users/aarevalo/accreditation_application/1220/pdf_actives_scopes/2024_11_13_16_15_47_Alcances_OAE LE 11-006_20241113_161542.pdf"
SAE,157,--,"EMPRESA PÚBLICA  DE BIENES Y SERVICIOS UCE PROYECTOS EP","EMPRESA PÚBLICA  DE BIENES Y SERVICIOS UCE PROYECTOS EP","SAE OI 14-001",Ecuador,Quito,"Ciudadela Universitaria Edificio Dirección General de Investigación y Post grado, 2do piso",NULL,123bienes.serviciosep@uce.edu.ec,"+593 2-254-7266",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 03:51:52","https://sisac.acreditacion.gob.ec/storage/users/oiuceep/accreditation_application/869/pdf_actives_scopes/2024_02_07_08_51_52_Alcances_E-SAE OI 18-004_20240207_085145.pdf"
SAE,324,--,"EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP","EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES, AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP","SAE LEN 06-004",Ecuador,Cuenca,"Benigno Malo 7-78 y Sucre",NULL,123mcherrez@etapa.net.ec,"+593 7-283-1900",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-05-26 07:44:16","https://sisac.acreditacion.gob.ec/storage/users/mcherrez/accreditation_application/2142/pdf_actives_scopes/2024_05_26_12_44_16_Alcances_OAE PLE 2E 05-009_20240526_124409.pdf"
SAE,36,--,"ENDE CIA. LTDA.","ENSAYOS NO DESTRUCTIVOS DEL ECUADOR ENDE CIA. LTDA.","SAE OI 17-001",Ecuador,Quito,"AV. AMAZONAS N26-179 Y ORELLANA EDIF. TORREALBA, PISO 11, OFICINA 1101",NULL,123ende@ende.com.ec,"+593 99 252 5570",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-05-08 18:56:37","https://sisac.acreditacion.gob.ec/storage/users/ende2021/accreditation_application/862/pdf_actives_scopes/2024_05_08_23_56_37_Alcances_SAE INS-16-003_20240508_235631.pdf"
SAE,166,--,"ENGINEERING PETROLEUM","ENGIPETROL S.A.","SAE OI 16-004",Ecuador,Quito,"E10 República del Salvador N35-104. Avenida Portugal Edf: TWIN Torres Piso 8 Oficina 8A",NULL,123engipetroluio@gmail.com,"+593 98 453 3335",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 03:58:42","https://sisac.acreditacion.gob.ec/storage/users/leduardo13/accreditation_application/1534/pdf_actives_scopes/2024_02_07_08_58_42_Alcances_SAE OI 15-003_20240207_085832.pdf"
SAE,7,--,"Environovalab Cia. Ltda.","Laboratorio Ambiental y Consultoria Environovalab Cia. Ltda.","SAE LEN 18-040",Ecuador,Quito,"Av. Diego de Vasquez N74-65 y Manuela Quiroga",NULL,123environovalab@gmail.com,"+593 2-516-5290",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:27:04","https://sisac.acreditacion.gob.ec/storage/users/environovalab/accreditation_application/592/pdf_actives_scopes/2024_02_07_09_27_04_Alcances_E - SAE LEN 18 .005_20240207_092654.pdf"
SAE,599,--,"EP AGUAS DE MANTA","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO, MANEJO PLUVIAL Y DEPURACION DE RESIDUOS LIQUIDOS DEL CANTON MANTA",NULL,Ecuador,Montecristi,"VÍA MANTA MONTECRISTI (DIAGONAL A OROMAR TELEVISION)",NULL,123veronicapenafiel@epam.gob.ec,"+593 5-262-0473",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-10 16:56:10",https://sisac.acreditacion.gob.ec/storage/users/epaguasmanta/accreditation_application/1494/pdf_actives_scopes/2024_10_10_21_56_10_Alcances_E-SAE-LEN-22-0043_20241010_215608.pdf
SAE,245,--,"EP PETROECUADOR - LABORATORIO DE CONTROL DE CALIDAD EL BEATERIO","EMPRESA PÚBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-012",Ecuador,Quito,"Calle Islas Malvinas S/N y Pedro Vicente Maldonado",NULL,123Viviana.Ordonez@eppetroecuador.ec,": 3940300",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-04-08 07:32:09","https://sisac.acreditacion.gob.ec/storage/users/eppbeaterio/accreditation_application/922/pdf_actives_scopes/2024_04_08_12_32_09_Alcances_OAE LE 14-019_20240408_123203.pdf"
SAE,420,--,EP-EMAPA-A,"EMPRESA PUBLICA EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO","SAE LEN 14-001",Ecuador,Ambato,"Av. Antonio Clavijo e Isaias Sanchez",NULL,123gholguin@emapa.gob.ec,"+593 3-299-7700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-11 13:35:23","https://sisac.acreditacion.gob.ec/storage/users/epemapaalcc/accreditation_application/1501/pdf_actives_scopes/2024_11_11_18_35_23_Alcances_OAE-LE 13-005-103_20241111_183520.pdf"
SAE,905,--,"EQA GROUP S.A. DE C.V.","EQA GROUP S.A. DE C.V.","SAE CSC 23-002",México,"Ciudad de México","Cienfuegos 699 Int. 1 B Lindavista Norte Gustavo A. Madero 07300",NULL,123jorge.hernandez@eqamexico.com,"+52 55 1055 1638",Acreditado,"SISTEMAS DE GESTIÓN DE CALIDAD","ISO/IEC 17021-1, ISO/IEC 17021-3",Internacional,--,--,"2024-08-21 03:42:06",https://sisac.acreditacion.gob.ec/storage/users/mrivadeneira23/accreditation_application/1736/pdf_actives_scopes/2024_08_21_08_42_06_Alcances_E-SAE-CSC-23-002_20240821_084201.pdf
SAE,72,--,"ESTACION EXPERIMENTAL LITORAL SUR","ESTACION EXPERIMENTAL LITORAL SUR","SAE LC 23-002",Ecuador,Yaguachi,"Cantón San Jacinto de Yaguachi  Parroquia Virgen de Fátima km. 26 Vía Durán Tambo",NULL,123labsuelos.eels@iniap.gob.ec,"+593 4-271-7260",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-03-20 16:13:22","https://sisac.acreditacion.gob.ec/storage/users/labsuelos2011/accreditation_application/1177/pdf_actives_scopes/2024_03_20_21_13_22_Alcances_OAE LE 10-008_20240320_211316.pdf"
SAE,189,--,"ESTANDARES NORMATIVAS & INSPECCION ENII SA","ESTANDARES NORMATIVAS & INSPECCION ENII SA","SAE OI 20-003",Ecuador,Quito,"Quito, Vicente Ramón Roca E3-44 Y Av. 09 de octubre.",NULL,123info@eniisa.com,"+593 2-223-6791",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-11-22 15:44:30",https://sisac.acreditacion.gob.ec/storage/users/eniisa2022/accreditation_application/715/pdf_actives_scopes/2024_11_22_20_44_30_Alcances_E-SAE-OI-19-009_20241122_204422.pdf
SAE,37,--,"EUROINSTRUMENTS CIA. LTDA.","COMPAÑIA DE AUTOMATIZACIONINDUSTRIAL EUROINSTRUMENTSINGENIERIA CIA. LTDA.","SAE LC 19-001",Ecuador,Quito,"Av. Eugenio Espejo N24-10 y Rincón del Valle, CC Plaza del Rancho, Bloque 1, Oficina 105",NULL,123christian.lopez123@euroinstruments.com.ec,"+593 2-395-7506",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:40:47","https://sisac.acreditacion.gob.ec/storage/users/euroinstruments/accreditation_application/1282/pdf_actives_scopes/2024_02_07_08_40_47_Alcances_E - SAE LCA 17 . 001_20240207_084042.pdf"
SAE,807,--,"EUROMETRIC COLOMBIA LTDA","EUROMETRIC COLOMBIA LTDA","SAE LC 24-009",Colombia,Bogotá,"CALLE 22G 98A 56",NULL,123gerenciatecnica@eurometriccolombia.com,"+57 601 9272711",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Internacional,--,--,"2024-10-23 14:10:06",https://sisac.acreditacion.gob.ec/storage/users/eurometricecua1/accreditation_application/2584/pdf_actives_scopes/2024_10_23_19_10_06_Alcances_E-SAE-LCA-24-190_20241023_191002.pdf
SAE,180,--,"FELVENZA S.A.","FELVENZA S.A.","SAE OI 12-003",Ecuador,Guayaquil,"Kennedy Norte, Edif. World Trade Center, Torre B Piso 12 Oficina 1205 y 1206",NULL,123seguros@felvenza.com,2630480,Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 04:03:18","https://sisac.acreditacion.gob.ec/storage/users/jvela22/accreditation_application/961/pdf_actives_scopes/2024_02_07_09_03_18_Alcances_OAE OI 11-001_20240207_090310.pdf"
SAE,176,--,"FOOD KNOWLEDGE","FOOD KNOWLEDGE FK CIA. LTDA.","SAE OI 08-001",Ecuador,Quito,"Isla Genovesa N42-106 y Tomás de Berlanga",NULL,123alejandrac@foodknowledge.info,"+593 2-511-5189",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-10-15 05:06:05","https://sisac.acreditacion.gob.ec/storage/users/foodknowledge/accreditation_application/835/pdf_actives_scopes/2024_10_15_10_06_05_Alcances_OAE OI 11-007_20241015_100602.pdf"
SAE,285,--,"FOOD KNOWLEDGE CIA. LTDA.","FOOD KNOWLEDGE FK CIA. LTDA.","SAE CSIA 23-001",Ecuador,Quito,"Isla Genovesa N41-85 e Isla Floreana",NULL,123mfreire@foodknowledge.info,"+593 98 817 1637",Acreditado,"SISTEMAS DE INOCUIDAD ALIMENTARIA","ISO/IEC 17021-1, ISO/TS 22003.",Nacional,--,--,"2024-11-20 08:06:09",https://sisac.acreditacion.gob.ec/storage/users/foodk17021/accreditation_application/1265/pdf_actives_scopes/2024_11_20_13_06_09_Alcances_E-SAE-CSIA-22-001_20241120_130606.pdf
SAE,613,--,FUALTECSA,"FUALTEC ALTA TECNOLOGIA E INSPECCION S. A.","SAE OI 23-003",Ecuador,"Francisco de Orellana","Via Lago Agrio Km 7 5",NULL,123fualtec_altatecnologia@hotmail.es,"+593 99 434 2217",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 04:03:51",https://sisac.acreditacion.gob.ec/storage/users/krivera09/accreditation_application/1336/pdf_actives_scopes/2024_02_07_09_03_51_Alcances_E-SAE-OI-23-001_20240207_090343.pdf
SAE,1129,--,FUJISAN,"LABORATORIO FUJISANSURVEY S.A.","SAE LEN 24-004",Ecuador,Quito,"AV. COLON E4-387 Y AV. AMAZONAS",NULL,123mercy.ar@hotmail.com,"+593 99 202 4092",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-03-26 10:18:07",https://sisac.acreditacion.gob.ec/storage/users/fuji2024/accreditation_application/2181/pdf_actives_scopes/2024_03_26_15_18_07_Alcances_E-SAE-LEN-24-001_20240326_151801.pdf
SAE,133,--,"FUNDIRECICLAR S.A.","FUNDIRECICLAR S.A.","SAE LEN 21-006",Ecuador,Quito,"25 de Noviembre #N4-363 y Calle 1",NULL,123calidad@ecuainox.com,"+593 2-282-7000",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-07-22 05:00:42","https://sisac.acreditacion.gob.ec/storage/users/fundireciclar/accreditation_application/455/pdf_actives_scopes/2024_07_22_10_00_42_Alcances_E-SAE LEN 20.004_20240722_100037.pdf"
SAE,235,--,FV,"F.V.-Área Andina S.A.","SAE LEN 18-038",Ecuador,Rumiñahui,"Km 25 Vía Sangolquí Amaguaña",NULL,123sgavilanes@fvecuador.com,2332233,Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-07-10 03:49:45","https://sisac.acreditacion.gob.ec/storage/users/giñurritegui/accreditation_application/1416/pdf_actives_scopes/2024_07_10_08_49_45_Alcances_E - SAE LEN 17 . 010_20240710_084938.pdf"
SAE,107,--,GAFCA,"GAFCA INGENIERÍA INSPECCION Y AMBIENTE S.A",E-SAE-OI-22-001,Ecuador,Quito,"Catalina Aldaz E-12 y Portugal. Edificio La Recoleta. Torre 3. Oficina 56.",NULL,123gchauvin@gafca.ec,"+593 98 795 3531",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-10-15 10:10:19",https://sisac.acreditacion.gob.ec/storage/users/gafca21/accreditation_application/1326/pdf_actives_scopes/2024_10_15_15_10_19_Alcances_E-SAE-OI-22-001_20241015_151005.pdf
SAE,1193,--,"GEA-EC SERVICIOS PETROLEROS CIA LTDA","GEA-EC SERVICIOS PETROLEROS CIA LTDA","SAE OI 24-003",Ecuador,"Francisco de Orellana","Km 12 Vía Lago Agrío, Sector San Bartolo, Parroquia Nuevo Paraíso",NULL,123coordinador.qhse@geaservicesecuador.com,"+593 98 266 0588",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-05-30 06:10:07",https://sisac.acreditacion.gob.ec/storage/users/emuzo240518/accreditation_application/2309/pdf_actives_scopes/2024_05_30_11_10_07_Alcances_E-SAE-OI-24-006_20240530_111001.pdf
SAE,239,--,"Gestion, Medio Ambiente y Seguridad VGM&S Cia Ltda","Gestion, Medio Ambiente y Seguridad VGM&S Cia Ltda","SAE LEN 07-002",Ecuador,Quito,"Pomasqui calle Sucre E2-54 y Garcia Moreno",NULL,123manilovg@yahoo.com,"+593 98 333 0538",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:05:55","https://sisac.acreditacion.gob.ec/storage/users/manilovgms1/accreditation_application/1239/pdf_actives_scopes/2024_02_07_09_05_55_Alcances_OAE PLE 2E 05 004_20240207_090549.pdf"
SAE,154,--,"GLOBAL INSPECTION TECHNOLOGY S.A.","GLOBAL INSPECTION TECHNOLOGY S.A.","SAE OI 16-013",Ecuador,"Francisco de Orellana","Avenida Alejandro Labaka Km. 7 1/2 Vía a Lago Agrio",NULL,123calidad@git-sa.com,"+593 6-237-8028",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-11-05 05:02:07","https://sisac.acreditacion.gob.ec/storage/users/lligña/accreditation_application/874/pdf_actives_scopes/2024_11_05_10_02_07_Alcances_SAE INS 15-013_20241105_100203.pdf"
