idOrganizacion,IdProducto,PrdFechaRegistro,PrdTipoCertificacion,PrdProductoProcesoServicio,PrdDocumentoNormativo,PrdEsquemaCertificacion,PrdDivisionNace,PrdCodigoCpa,PrdVigenteApartirDe
382,CP-123,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
382,CP-124,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
30,CP-125,--,Productos,"Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares","RTE INEN 227:2016 Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares,IEC 60335-2-15:2012 + AMD1:2016+AMD2:2018. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-15: Requisitos particulares para aparatos de calentamiento de líquidos,IEC 60335-2-9:2019. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-9: Requisitos particulares para tostadores de pan, parrillas y aparatos de cocción  móviles análogos,IEC 60335-2-13:2009 + AMD1:2016. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-13: Requisitos particulares para freidoras, sartenes y aparatos análogos,IEC 60335-1:2020 CMV Household and similar electrical appliances - Safety - Part 1: General requirements","1a,5",--,--,--
382,CP-126,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
382,CP-127,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
382,CP-128,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
382,CP-129,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
382,CP-130,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
170,CP-131,--,Productos,"Plásticos en contacto con alimentos","RTE INEN 100:2014 Materiales y artículos plásticos destinados a estar en contacto con los alimentos",5,--,--,--
182,CP-132,--,Productos,"Aparatos de uso doméstico para producción de frío","RTE INEN 009 (1R):2019 Aparatos de uso doméstico para producción de frío,NTE INEN 2206 (4R):2019 Aparatos de refrigeración domésticos. Requisitos y métodos de ensayo,IEC 62552-1:2015+AMD1:2020 Household refrigerating appliances - Characteristics and test methods,NTE INEN ISO 9227:2018, Ensayos de corrosión en atmósferas artificiales – Ensayos de niebla salina (ISO 9227:2017, IDT),ISO 10289:1999, Methods for corrosion testing of metallic and other inorganic coatings on metallic substrates - Rating of test specimens and manufactured articles subjected to corrosion tests",1a,--,--,--
182,CP-133,--,Productos,"Eficiencia energética en artefactos de refrigeración de uso doméstico. Reporte de consumo de energía, métodos de prueba y etiquetado","RTE INEN 035 (1R): 2020. Eficiencia energética en artefactos de refrigeración de uso doméstico. Reporte de consumo de energía, métodos de prueba y etiquetado,NTE INEN 2206 (4R):2019 Aparatos de refrigeración domésticos. Requisitos y métodos de ensayo,IEC 62552-1:2015+AMD1:2020 Household refrigerating appliances - Characteristics and test methods",1a,--,--,--
182,CP-134,--,Productos,"Eficiencia energética en televisiones","RTE INEN 117:2014 Eficiencia Energética en Televisiones. Reporte de consumo de energía, Método de ensayo y etiquetado,IEC 62301:2011 Household electrical appliances. Measurement of standby power",1a,--,--,--
182,CP-135,--,Productos,"Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares","RTE INEN 227:2016 Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares,IEC 60335-1:2020 CMV Household and similar electrical appliances - Safety - Part 1: General requirements,IEC 60335-2-9:2019. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-9: Requisitos particulares para tostadores de pan, parrillas y aparatos de cocción  móviles análogos,IEC 60335-2-13:2021 Household and similar electrical appliances - Safety - Part 2-13: Particular requirements for deep fat fryers, frying pans and similar appliances,IEC 60335-2-15:2012 + AMD1:2016+AMD2:2018. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-15: Requisitos particulares para aparatos de calentamiento de líquidos",1a,--,--,--
182,CP-136,--,Productos,Neumáticos,"RTE INEN 011:2013 (1R). Neumáticos,NTE INEN 2099:2017 Neumáticos. Neumáticos tipo II y tipo III. Requisitos,NTE INEN 2100:2013 (2R) Neumáticos. Neumáticos tipo I y tipo IV. Requisitos",1b,--,--,--
182,CP-137,--,Productos,"Aceites lubricantes","RTE INEN 014 (1R):2014. Aceites lubricantes",1b,--,--,--
182,CP-138,--,Productos,"Neumáticos Reencauchados","RTE INEN 067:2012 Reencauche de neumáticos,NTE INEN 2099:2017 Neumáticos. Neumáticos tipo II y tipo III. Requisitos,NTE INEN 2100:2013 (2R) Neumáticos. Neumáticos tipo I y tipo IV. Requisitos,NTE INEN 2582:2011. Neumáticos reencauchados. Proceso de Reencauche. Requisitos",5,--,--,--
182,CP-139,--,Productos,"Batería de plomo ácido para vehículos automotores","RTE INEN 115 (2R):2020 Baterías de plomo ácido para vehículos de automotores","1a,1b",--,--,--
182,CP-140,--,Productos,"Baldosas Cerámicas","ISO 13006:2018 Baldosas cerámicas — Definiciones, clasificación, características y rotulado",1b,--,--,--
182,CP-141,--,Productos,"Material de fricción para el sistema de frenos de automotores","RTE INEN 053:2013 (1R) Material de fricción para el sistema de frenos de automotores",1b,--,--,--
170,CP-142,--,Productos,"Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos","RTE INEN 005 (2R):2020 Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos,NTE INEN 2259:2013 Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos. Requisitos e inspección","1a,1b,5",--,--,--
170,CP-143,--,Productos,"Artefactos de uso doméstico para producción de frío","RTE INEN 009 (1R):2019 Aparatos de uso doméstico para producción de frío,NTE INEN 2206 (4R):2019 Aparatos de refrigeración domésticos. Requisitos y métodos de ensayo,NTE INEN IEC 62552:2014 Artefactos domésticos de refrigeración-Características y métodos de ensayo","1a,5",--,--,--
170,CP-144,--,Productos,"Vajilla cerámica","RTE INEN 010 (1R):2013 Productos cerámicos. Vajilla y demás artículos de uso doméstico, higiene o tocador,NTE INEN 1804:2006. Productos cerámicos vitrificados. Vajilla y demás artículos de uso doméstico, higiene o tocador. Requisitos,NTE INEN 1805:2019. Productos cerámicos semivitrificados y no vitrificados. Vajilla y demás artículos de uso doméstico, higiene o tocador. Requisitos","1a,1b,5",--,--,--
170,CP-145,--,Productos,"Eficiencia energética en artefactos de uso doméstico para producción de frío","RTE INEN 035 (1R): 2020. Eficiencia energética en artefactos de refrigeración de uso doméstico. Reporte de consumo de energía, métodos de prueba y etiquetado,NTE INEN 2206 (4R):2019 Aparatos de refrigeración domésticos. Requisitos y métodos de ensayo,NTE INEN IEC 62552:2014 Artefactos domésticos de refrigeración-Características y métodos de ensayo",1a,--,--,--
170,CP-146,--,Productos,"Eficiencia energética en lámparas fluorescentes compactas","RTE INEN 036 (1R):2013 Eficiencia Energética. Lámparas fluorescentes compactas. Rangos de desempeño energético y etiquetado,IEC 60969:2016. Lámparas con balasto integrado para iluminación general. Requisitos de funcionamiento",1a,--,--,--
170,CP-147,--,Productos,Encendedores,"RTE INEN 044 (3R):2019 Encendedores,ISO 9994:2018. Encendedores. Requisitos de seguridad",1a,--,--,--
170,CP-148,--,Productos,"Ollas a presión para uso doméstico","RTE INEN 051 (2R):2021 Ollas a presión para uso doméstico,NTE INEN 2382:2013. Artículos de uso doméstico. Ollas a presión. Requisitos","1a,1b,5",--,--,--
170,CP-149,--,Productos,"Alumbrado Público","RTE INEN 069 (1R):2015 Alumbrado público,IEC 60598-2-3:2002 + AMD1:2011. Luminarias. Parte 2-3: Requisitos particulares. Luminarias para alumbrado público.,IEC 62035:2014 + AMD1:2016. Lámparas de descarga (excepto lámparas fluorescentes). Requisitos de seguridad,IEC 60662:2011. Lámparas de vapor de sodio a alta presión. Requisitos de funcionamiento,IEC 61347-2-9:2012. Dispositivos de control de lámpara. Parte 2-9: Requisitos particulares para balastos para lámparas de descarga (excepto lámparas fluorescentes),IEC 60923:2005 + AMD1:2006. Aparatos auxiliares para lámparas.  Balastos para lámparas de descarga (Excepto lámparas fluorescentes tubulares). Requisitos de funcionamiento,IEC 61347-1:2015+AMD1:2017. Dispositivos de control de lámpara. Parte 1: Requisitos generales y requisitos de seguridad,IEC 61347-2-12:2005 + AMD1:2010. Dispositivos de control de lámpara. Parte 2-12: Requisitos particulares para balastos electrónicos alimentados en corriente continua o alterna para lámparas de descarga (excepto lámparas fluorescentes),IEC 61347-2-1:2000 + AMD1:2005 + AMD2:2013. Dispositivos de control de lámpara. Parte 2-1: Requisitos particulares para dispositivos arrancadores (excepto cebadores de efluvios),IEC 60927:2007 + AMD1:2013. Aparatos auxiliares para lámparas. Aparatos arrancadores (excepto cebadores de efluvios). Requisitos de funcionamiento,IEC 61347-2-11:2001 + AMD1:2017. Dispositivos de control de lámpara. Parte 2-11: Requisitos particulares para circuitos electrónicos diversos utilizados con las luminarias,IEC 62560:2011 + AMD1:2015. Lámparas LED con balasto incorporado para servicios de iluminación general con tensión > 50 V. Especificaciones de seguridad,IEC 62612:2013 + AMD1:2015 +AMD2:2018. Lámparas LED con balasto incorporado para servicios de iluminación general con tensión de alimentación > 50 V. Requisitos de funcionamiento,IEC 62471:2006. Seguridad fotobiológica de lámparas y de los aparatos que utilizan lámparas,IEC 60598-1:2014 + AMD1:2017. Luminarias. Parte 1: Requisitos generales y ensayos,IEC 62031:2018 Módulos LED para alumbrado general. Requisitos de seguridad,EN 55015. Límites y métodos de medida de las características relativas a la perturbación radioeléctrica de los equipos de iluminación y similares,CISPR 15 Límites y métodos de medida de las características relativas a la perturbación radioeléctrica de los equipos de iluminación y similares,IEC 61547. Equipos para iluminación para uso general. Requisitos relativos a la inmunidad CEM,IEC 61000-3-2. Compatibilidad electromagnética (CEM). Parte 3-2: Límites. Límites para las emisiones de corriente armónica,IEC 61000-3-3. Compatibilidad electromagnética (CEM). Parte 3-3: Límites. Limitación de las variaciones de tensión, fluctuaciones de tensión y flicker en las redes públicas de suministro de baja tensión para equipo con corriente asignada,IEC 60529:1989 + AMD1:1999 + AMD2:2013. Grados de protección proporcionados por las envolventes (Código IP),IEC 62262:2002. Grados de protección proporcionados por las envolventes de materiales eléctricos contra los impactos mecánicos externos (código IK)","1a,5",--,--,--
170,CP-150,--,Productos,"Acondicionadores de aire sin ductos","RTE INEN 072:2017 (1R) Eficiencia energética para acondicionadores de aire sin ductos,NTE INEN 2495:2012 Eficiencia energética para acondicionadores de aire sin ductos. Requisitos",1a,--,--,--
170,CP-151,--,Productos,"Eficiencia energética de lavadoras electrodomésticas de ropa. Límites, métodos de ensayo y etiquetado","RTE INEN 077:2013 Eficiencia energética de lavadoras electrodomésticas de ropa. Límites, métodos de ensayo y etiquetado,NTE INEN 2659:2013 Aparatos electrodomésticos y similares, lavadoras eléctricas de ropa. métodos de ensayo para el consumo de energía, el consumo de agua y la capacidad volumétrica","1a,5",--,--,--
170,CP-152,--,Productos,"Televisores con sintonizador del estándar de televisión digital ISDBT Internacional","RTE INEN 083 (1R):2017 Televisores con sintonizador del estándar de televisión digital ISDB-T Internacional. Fe de erratas 2017-06-09",1a,--,--,--
170,CP-153,--,Productos,Juguetes,"RTE INEN 089:2014 Seguridad de los Juguetes,UNE-EN 71-1:2015+A1:2019. Seguridad de los juguetes. Parte 1: Propiedades mecánicas y físicas,UNE-EN 71-2:2011+A1:2014. Seguridad de los juguetes. Parte 2: Inflamabilidad,UNE-EN 71-3:2013+A2:2018. Seguridad de los juguetes. Parte 3: Migración de ciertos elementos","1a,1b,5",--,--,--
170,CP-154,--,Productos,"Plásticos en contacto con alimentos","RTE INEN 100:2014 Materiales y artículos plásticos destinados a estar en contacto con los alimentos","1a,1b",--,--,--
170,CP-155,--,Productos,"Cocinas de inducción","RTE INEN 101:2017 Artefactos electrodomésticos para cocción por inducción,IEC 60335-2-6:2014+AMD1:2018. Artefactos electrodomésticos y análogos-Seguridad-Parte 2-6, Requisitos particulares para cocinas, encimeras de cocción, hornos y artefactos análogos para uso doméstico,NTE INEN 2259:2013 Artefactos de uso doméstico para cocinar, que utilizan combustibles gaseosos. Requisitos e inspección,NTE INEN 2479:2008. Paneles de vidrio templado de seguridad para uso en artefactos domésticos. Requisitos e inspección",1a,--,--,--
170,CP-156,--,Productos,"Seguridad y eficiencia térmica de calentadores de agua a gas","RTE INEN 109 (1R):2016. Seguridad y eficiencia térmica de calentadores de agua a gas,NTE INEN 2187:2011 Calentadores de agua a gas de paso tipo instantáneo para uso doméstico. Requisitos e inspección,NTE INEN 2603:2012 Calentadores de agua a gas. Requisitos e inspección","1a,1b,5",--,--,--
170,CP-157,--,Productos,"Ventiladores con motor incorporado de potencia inferior o igual a 125W","RTE INEN 112 (1R):2017 Eficiencia energética para ventiladores con motor eléctrico incorporado de potencia inferior o igual a 125 W","1a,5",--,--,--
170,CP-158,--,Productos,Televisiones,"RTE INEN 117:2014 Eficiencia Energética en Televisiones. Reporte de consumo de energía, Método de ensayo y etiquetado",1a,--,--,--
170,CP-159,--,Productos,"Hornos Eléctricos","RTE INEN 122:2014 Eficiencia Energética en Hornos eléctricos. Reporte de consumo de energía y etiquetado",1a,--,--,--
170,CP-160,--,Productos,"Hornos Microondas","RTE INEN 123:2014 Eficiencia Energética para Hornos microondas,IEC 60335-2-25:2010+Amd 1:2014+Amd 2:2015. Requisitos  particulares para hornos microondas incluyendo los hornos microondas combinados",1a,--,--,--
170,CP-161,--,Productos,"Amoladoras eléctricas fijas, semifijas y portátiles de uso manual","RTE INEN 137:2014 Amoladoras,IEC 61029-1:1990. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 1: Requisitos generales,IEC 61029-2-4:1993. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 2-4: Requisitos particulares para las amoladoras de banco,IEC 61029-2-10:1998. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 2-10: Requisitos particulares de las amoladoras de corte,IEC 60745-1:2006 Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 1: requisitos generales,IEC 60745-2-3:2006 + AMD1:2010 + AMD2:2012. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-3: Requisitos particulares para amoladoras, pulidoras y lijadoras de disco,IEC 60745-2-23:2012. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-23: Requisitos particulares para amoladoras de troqueles y herramientas rotativas pequeñas",1a,--,--,--
170,CP-162,--,Productos,"Decodificadores para el estándar de televisión digital terrestre ISDB-T internacional","RTE INEN 161:2017 Decodificadores para el estándar de televisión digital internacional",1a,--,--,--
170,CP-163,--,Productos,"Lámparas de vapor de mercurio, de sodio y de halogenuro metálico","RTE INEN 168:2014. Lámparas de vapor de mercurio, de sodio y de halogenuro metálico,IEC 62035:2014 + AMD1:2016. Lámparas de descarga (excepto lámparas fluorescentes). Requisitos de seguridad","1a,5",--,--,--
170,CP-164,--,Productos,"Lámparas halógenas de tungsteno","RTE INEN 169:2014 Lámparas halógenas de tungsteno,IEC 60432-1:1999 + AMD1:2005 + AMD2:2011. Lámparas incandescentes. Requisitos de seguridad. Parte 1: Lámparas de filamento de volframio para uso doméstico y alumbrado general similares,IEC 60432-2:1999 + AMD1:2005 + AMD2:2012. Lámparas incandescentes. Requisitos de seguridad. Parte 2: Lámparas halógenas para uso doméstico y alumbrado general similares,IEC 60064:1993 + AMD1:2000 + AMD2:2002 + AMD3:2005. Lámparas de filamento de tungsteno para uso doméstico y alumbrado general -. Requisitos de desempeño",1a,--,--,--
170,CP-165,--,Productos,"Sierras eléctricas manuales y semifijas","RTE INEN 173 (1R):2016 Sierras eléctricas manuales y semifijas,IEC 60745-1:2006 Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 1: requisitos generales,IEC 61029-1:1990. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 1: Requisitos generales,IEC 60745-2-5:2010. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-5: Requisitos particulares para sierras circulares,IEC 61029-2-1:1993. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 21: Requisitos particulares para las sierras circulares de banco,IEC 60745-2-11:2003 + AMD1:2008. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-11: Requisitos particulares para sierras alternativas (sierras caladoras y sierra sable),IEC 60745-2-13:2006 + AMD1:2009. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-13: Requisitos particulares para sierras de cadena,IEC 60745-2-20:2003 + AMD1:2008. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-20: Requisitos particulares para sierras de cinta,IEC 61029-2-5:1993. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 2-5: Requisitos particulares para las sierras de cinta,IEC 60745-2-22:2011. Herramientas manuales eléctricas accionadas por motor eléctrico. Seguridad. Parte 2-22: Requisitos particulares para tronzadoras de disco,IEC 61029-2-9:1995. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 29: Requisitos particulares para sierras ingletadoras,IEC 61029-2-11:2001. Seguridad de las máquinas herramientas eléctricas semifijas. Parte 2-11: Requisitos particulares para las sierras combinadas ingletadoras y de banco",1a,--,--,--
170,CP-166,--,Productos,"Aparatos para cuidado de la piel o del Cabello","RTE INEN 179:2014 Aparatos para Cuidado de la piel o del cabello,IEC 60335-2-23:2016. Requisitos particulares para aparatos destinados al cuidado de la piel o del cabello",1a,--,--,--
170,CP-167,--,Productos,"Cortadoras de pelo y similares","RTE INEN 191:2014 Cortadoras de pelo y aparatos similares,IEC 60335-2-8:2012 + AMD1:2015+AMD2:2018. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-8: Requisitos particulares para máquinas de afeitar, cortadores de pelo y aparatos análogos",1a,--,--,--
170,CP-168,--,Productos,"Guirnaldas luminosas","RTE INEN 196 (1R):2016 Guirnaldas luminosas,IEC 60598-2-21:2014. Luminarias. Parte 2 - 21: Requisitos particulares. Cordones luminosos,IEC 60598-2-20:2014. Luminarias. Parte 2 - 20: Requisitos particulares. Guirnaldas Luminosas",1a,--,--,--
170,CP-169,--,Productos,"Vajillas en vidrio y en vitrocerámica, recipientes de vidrio en contacto con alimentos","RTE INEN 200 (1R):2015 Vajillas en vidrio y en vitrocerámica, recipientes de vidrio en contacto con alimentos,ISO 6486-2:1999. Artículos cerámicos, artículos vitrocerámicos y vajilla de vidrio en contacto con alimentos. Liberación de plomo y cadmio – Parte 2: Límites permisibles,ISO 7086-2:2000. Recipientes de vidrio en contacto con alimentos. Liberación de plomo y cadmio - Parte 2: Límites permisibles","1a,1b",--,--,--
170,CP-170,--,NULL,"Máquinas eléctricas de cocina y aparatos similares","RTE INEN 203 (1R):2020. Máquinas con motor para uso en la cocina,IEC 60335-2-14:2016+Amd 1:2019. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-14: Requisitos particulares para máquinas de cocina",1a,--,--,--
170,CP-171,--,Productos,"Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares","RTE INEN 227:2016 Aparatos eléctricos para calentar líquidos, para cocción de alimentos y similares,IEC 60335-2-13:2009 + AMD1:2016. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-13: Requisitos particulares para freidoras, sartenes y aparatos análogos,IEC 60335-2-15:2012 + AMD1:2016+AMD2:2018. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-15: Requisitos particulares para aparatos de calentamiento de líquidos,IEC 60335-2-9:2008 + AMD1:2012 + AMD2:2016. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-9 Requisitos particulares para tostadores de pan, parrillas y aparatos de cocción móviles análogos",1a,--,--,--
170,CP-172,--,Productos,"Recipientes para uso doméstico para cocción","RTE INEN 252:2015 Recipientes de Uso Doméstico para cocción fabricados en aluminio, hierro y acero,NTE INEN 2361:2005. Artículos de uso doméstico. Ollas de aluminio. Requisitos,NTE INEN 2851:2014. Utensilios de cocina. Recipientes domésticos usados sobre hornillas, cocinas o placas de calentamiento. Requisitos y métodos de ensayo","1a,1b,5",--,--,--
170,CP-173,--,Productos,"Acondicionadores de aire tipo dividido (Inverter) con flujo de refrigerante variable, descarga libre y sin ductos de aire","Reglamento Técnico Centroamericano RTCA 23.01.78:20 (ICS23.120) Productos eléctricos. acondicionadores de aire tipo dividido inverter, con flujo de refrigerante variable descarga libre y sin ductos de aire. Especificaciones de eficiencia energética","1a,1b,4,5",--,--,--
170,CP-174,--,Productos,"Acondicionadores de aire tipo dividido (Inverter) con flujo de refrigerante variable, descarga libre y sin ductos de aire","NORMA Oficial Mexicana NOM-026-ENER-2015 Eficiencia energética en acondicionadores de aire tipo dividido (Inverter) con flujo de refrigerante variable, descarga libre y sin ductos de aire. Límites, métodos de prueba y etiquetado","1a,1b,4,5",--,--,--
170,CP-175,--,Productos,"Acondicionadores de aire dividido, descarga libre y sin ductos de aire","Reglamento Técnico Centroamericano RTCA 23.01.80:21 (ICS: 23.120) Productos eléctricos. Acondicionadores de aire dividido, descarga libre y sin ductos de aire. Especificaciones de eficiencia energética,Norma Oficial Mexicana
NOM-023-ENER-2018 Eficiencia energética en acondicionadores de aire tipo dividido, descarga libre y sin conductos de aire. Límites, método de prueba y etiquetado,Reglamento Técnico Salvadoreño RTS 23.01.03:15 Eficiencia Energética. Acondicionadores de aire tipo dividido, descarga libre y sin conductos de aire libre. Límites, métodos de prueba y etiquetado,Reglamento Técnico DGNTI-COPANIT 103:2017 (Panamá) Eficiencia Energética en Acondicionadores de aire tipo dividido, descarga libre y sin ductos de aire libre. Etiquetado","1a,1b,4,5",--,--,--
170,CP-176,--,Productos,"Acondicionadores de aire tipo central, paquete o dividido","Reglamento Técnico Salvadoreño RTS 23.01.01:15 Eficiencia Energética. Acondicionadores de aire tipo central, paquete o dividido. Límites, métodos de prueba y Etiquetado,DGNTI-COPANIT 101:2017 Eficiencia energética y etiquetado en acondicionadores de aire tipo central, paquete o dividido","1a,1b,4,5",--,--,--
170,CP-177,--,Productos,"Acondicionadores de aire tipo cuarto","Reglamento Técnico Salvadoreño RTS 23.01.02:15 Eficiencia Energética. Acondicionadores de aire tipo cuarto. Límites, métodos de prueba y Etiquetado,Reglamento Técnico DGNTI-COPANIT 102:2017 (Panamá) Eficiencia Energética en Acondicionadores de aire tipo cuarto. Etiquetado","1a,1b,4,5",--,--,--
170,CP-178,--,Productos,"Refrigeradores y Congeladores electrodomésticos","Reglamento Técnico Salvadoreño RTS 97.01.01:15 Eficiencia Energética. Refrigeradores y congeladores electrodomésticos. Límites, Métodos de prueba y Etiquetado,Reglamento Técnico RTCR 482:2015 (Costa Rica) Productos eléctricos. Refrigeradores y congeladores electrodomésticos operados por motocompresor hermético. Especificaciones de eficiencia Energética,Reglamento Técnico DGNTI-COPANIT 105:2017 (Panamá) Eficiencia Energética de refrigeradores y congeladores electrodomésticos. Etiquetado","1a,1b,4,5",--,--,--
170,CP-179,--,Productos,"Vidrios de seguridad","NTE INEN 2479:2008. Paneles de vidrio templado de seguridad para uso en artefactos domésticos. Requisitos e inspección","1a,1b,5",--,--,--
170,CP-180,--,Productos,Lavavajillas,"RTE INEN 133:2014 Lavavajillas. Eficiencia energética y Etiquetado",1a,--,--,--
170,CP-181,--,Productos,Aspiradoras,"RTE INEN 197(1R):2020 Aspiradoras",1a,--,--,--
170,CP-182,--,Productos,"Máquinas eléctricas de cocina para uso doméstico y aparatos similares","RTE INEN 203 (1R):2020. Máquinas con motor para uso en la cocina,IEC 60335-2-14:2016+Amd 1:2019. Aparatos electrodomésticos y análogos. Seguridad. Parte 2-14: Requisitos particulares para máquinas de cocina",1a,--,--,--
170,CP-183,--,Productos,"Baldosas Cerámicas","ISO 13006:2018 Baldosas cerámicas — Definiciones, clasificación, características y rotulado","1b,5",--,--,--
5,CP-184,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-185,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-186,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-187,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-188,--,Procesos,"Producción Orgánica","Instructivo de la Normativa General para Promover y Regular la Producción Orgánica - Ecológica - Biológica en el Ecuador. Resolución DAJ 20133ec 0201.0099, emitida el 30 de septiembre de 2013",6,--,--,--
5,CP-189,--,Procesos,"Best  Aquaculture Practices Límite Territorial: Mundial","Requirements for Certification Bodies Offering Certification Against the Criteria of the Global Aquaculture Alliance Best Aquaculture Practices Standards Issue 14.10 18 August 2021,Seafood Processing Standard (SPS) Issue 5.0 01 February 2019,Seafood Processing Standard (SPS) Issue 5.1 16 November 2020",6,--,--,--
231,CP-190,--,Productos,"Lámparas Fluorescentes compactas","RTE INEN 036 (1R):2013 Eficiencia Energética. Lámparas fluorescentes compactas. Rangos de desempeño energético y etiquetado",1b,--,--,--
231,CP-191,--,Productos,"Alumbrado público general","RTE INEN 069 (1R):2015 Alumbrado público,IEC 60529:1989 + AMD1:1999 + AMD2:2013. Grados de protección proporcionados por las envolventes (Código IP),IEC 62262:2002. Grados de protección proporcionados por las envolventes de materiales eléctricos contra los impactos mecánicos externos (código IK)",1a,--,--,--
231,CP-192,--,Productos,"Acondicionadores de aire sin ductos","RTE INEN 072:2017 (1R) Eficiencia energética para acondicionadores de aire sin ductos,NTE INEN 2495:2012 Eficiencia energética para acondicionadores de aire sin ductos. Requisitos",1a,--,--,--
231,CP-193,--,Productos,Televisores,"RTE INEN 083 (1R):2017 Televisores con sintonizador del estándar de televisión digital ISDB-T Internacional. Fe de erratas 2017-06-09",1a,--,--,--
231,CP-194,--,Productos,"Ventiladores con motor incorporado de potencia inferior o igual a 125W","RTE INEN 112 (1R):2017 Eficiencia energética para ventiladores con motor eléctrico incorporado de potencia inferior o igual a 125 W",1a,--,--,--
231,CP-195,--,Productos,Televisiones,"RTE INEN 117:2014 Eficiencia Energética en Televisiones. Reporte de consumo de energía, Método de ensayo y etiquetado",1a,--,--,--
231,CP-196,--,Productos,"Hornos Microondas","RTE INEN 123:2014 Eficiencia Energética para Hornos microondas,IEC 60335-2-25:2020. Aparatos electrodomésticos y similares. Seguridad. Parte 2-25: Requisitos particulares para hornos microondas, incluidos los hornos microondas combinados",1a,--,--,--
