idOrganizacion,IdEnsayo,EsyFechaRegistro,EsyLugarEjecucion,EsyTipoEnsayo,EsyEnsayo,EsyMuestra,EsyTecnica,EsyIntervaloMedicion,EsyMetodo
237,LEN-871,--,--,--,"Sólidos sedimentables",--,Volumetría,--,"Standard Methods  Ed. 23, 2017
2540 F 22"
237,LEN-872,--,--,--,"Determinación de Aluminio",--,Colorimetría,--,"HACH 8326"
237,LEN-873,--,--,--,"Cloro libre",--,Colorimetría,--,"HACH 8021"
237,LEN-874,--,--,--,Sulfatos,--,Colorimetría,--,"HACH 10248"
237,LEN-875,--,--,--,"Potasio (K)",--,Colorimetría,--,"HACH 8049"
237,LEN-876,--,--,--,"Determinación de Temperatura",--,Termometría,--,"Standard Methods Ed. 23, 2017
2550 B 22"
237,LEN-877,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>Standard Methods Ed.23 2017 4500 HB</p>"
237,LEN-878,--,--,--,"Determinación de Sólidos Totales",--,"Método Gravimétrico",--,"<p>Standard Methods Ed.23 2017 2540 B</p>"
237,LEN-879,--,--,--,"Determinación de Temperatura",--,Termometría,--,"<p>Standard Methods Ed.23 2017 2550 B</p>"
237,LEN-880,--,--,--,"Demanda bioquímica de oxígeno (DBO5)",--,Volumetría,--,"<p>Standard Methods Ed.23 2017 5210 B</p>"
302,LEN-881,--,--,--,"Determinación de oro",--,"Ensayo al fuego -
absorción atómica",--,"<p>PE-LQ-001</p><p>ISO 10378:2016 Tercera Edición</p>"
302,LEN-882,--,--,--,"Determinación de oro",--,"Ensayo al fuego –gravimetría",--,<p>PE-LQ-002</p>
302,LEN-883,--,--,--,"Determinación de oro",--,"Ensayo al fuego",--,"<p>PE-LQ-005 (metodo retallas -Newmont)</p>"
302,LEN-884,--,--,--,"Determinación de oro",--,"Ensayo al fuego –gravimetría",--,"<p>PE-LQ-003 </p>"
224,LEN-885,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>Standard Methods, 4500 H+B Ed. 23,2017</p>"
224,LEN-886,--,--,--,Ceniza,--,Gravimetría,--,"<p><span style="color: rgb(0, 0, 0),">Leche y sus derivados: </span>COVENIN 368:1997</p><p><span style="color: rgb(0, 0, 0),">Alimentos para animales y Harinas de origen animal: </span>AOAC Official Method 942.05</p><p><span style="color: rgb(0, 0, 0),">Carne y productos cárnicos: </span>COVENIN 1220:1999-ISO936:1998</p><p><span style="color: rgb(0, 0, 0),">Cereales y derivados: </span>AOAC 923.03</p>"
224,LEN-887,--,--,--,Cadmio,--,"Absorción Atómica (AAS) Horno de Grafito",--,"<p>Standard Methods 3113 B</p>"
224,LEN-888,--,--,--,Plomo,--,"Absorción Atómica (AAS) Horno de Grafito",--,"<p>Standard Methods 3113 B</p>"
224,LEN-889,--,--,--,Arsénico,--,"Absorción Atómica (AAS) Horno de Grafito",--,"<p>Standard Methods 3113 B&nbsp,</p>"
224,LEN-890,--,--,--,Mercurio,--,"Espectrofotometría Absorción Atómica- Generación de Hidruros",--,"<p>Standard Methods 3112&nbsp,</p>"
224,LEN-891,--,--,--,Zinc,--,"Espectrofotometría Absorción Atómica, Llama Aire - Acetileno – Óxido NItroso",--,"<p>Standard Methods 3111 B</p>"
224,LEN-892,--,--,--,Hierro,--,"Espectrofotometría Absorción Atómica, Llama Aire - Acetileno – Óxido NItroso",--,"<p>Standard Methods 3111 B</p>"
224,LEN-893,--,--,--,Sulfatos,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, 4500 E SO<sub>4</sub><sup>2- </sup>Ed. 24, 2023</p><p>&nbsp,</p><p>HACH 10227, Ed. 9, 2019</p>"
224,LEN-894,--,--,--,Turbidez,--,Nefelometría,--,"<p>Standard Methods, 2130 B,</p><p>Nefelométrico, Ed. 24, 2023</p>"
224,LEN-895,--,--,--,Cloruros,--,Volumetría,--,"<p>Standard Methods, 4500 Cl-</p><p>B. Argentométrico, Ed. 24, 2023</p>"
224,LEN-896,--,--,--,"Sólidos sedimentables",--,Volumetría,--,"<p>Standard Methods, 2540 F</p><p>Ed. 24, 2023</p>"
224,LEN-897,--,--,--,"Oxigeno disuelto",--,Electrometría,--,"<p>Standard Methods, 4500 O G</p><p>Ed. 24, 2023</p>"
224,LEN-898,--,--,--,"Nitratos (NO3-)",--,"Espectrofotometría UV- VIS",--,"<p>HACH 8171, Ed. 9, 2014</p><p>HACH 10206, Ed.12, 2021</p>"
224,LEN-899,--,--,--,"Nitritos (NO2) o N-(NO2-)",--,"Espectrofotometría UV- VIS",--,"<p>HACH 8507, Ed. 11, 2019</p>"
224,LEN-900,--,--,--,"Coliformes totales",--,NMP,--,"<p>Standard Methods, 9221 B Ed. 24, 2023</p>"
224,LEN-901,--,--,--,"Coliformes Termotolerantes (Fecales)",--,NMP,--,"<p>Standard Methods, 9221 E, Ed&nbsp,24, 2023</p>"
224,LEN-902,--,--,--,"Coliformes totales",--,"Filtración por membrana",--,"<p>Standard Methods, 9222 B, Ed. 24, 2023</p>"
224,LEN-903,--,--,--,"Coliformes fecales",--,"Filtración por membrana",--,"<p>Standard Methods, 9222 D, Ed. 24, 2023</p>"
224,LEN-904,--,--,--,"E. coli",--,"Filtración por membrana",--,"<p>Standard Methods, 9222 H, Ed. 24, 2023</p>"
224,LEN-905,--,--,--,"Coliformes Totales y  E. coli",--,"Número más probable",--,"<p>AOAC 992.30, Ed. 22, 2023 </p>"
224,LEN-906,--,--,--,"Coliformes Totales, Coliformes Fecales, E-coli",--,"Número más probable",--,"<p>BAM Capítulo 4, 2020</p>"
224,LEN-907,--,--,--,"Coliformes Totales y  E. coli",--,Petrifilm,--,"<p>AOAC 991.14, Ed. 22, 2023</p>"
224,LEN-908,--,--,--,"Coliformes fecales",--,Petrifilm,--,"<p>AFNOR 3M 01/2-09/89 B, Junio 2022</p>"
224,LEN-909,--,--,--,"Sólidos Totales Secados
de 103-105ºC",--,Gravimetría,--,"<p>Standard Methods, 2540 B, Ed. 24, 2023</p>"
224,LEN-910,--,--,--,"Sólidos Suspendidos
Totales Secados de 103-105ºC",--,Gravimetría,--,"<p>Standard Methods, 2540 D, Ed. 24, 2023</p>"
224,LEN-911,--,--,--,Color,--,"Espectrofotometría UV-Vis",--,"<p>HACH 8025, Ed. 10, 2014</p>"
224,LEN-912,--,--,--,Fluoruros,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods,</p><p>4500-F B &amp, D, Ed. 24, 2023</p><p>HACH 8029, Ed. 10, 2018</p>"
224,LEN-913,--,--,--,Fósforo,--,"Espectrofotometría UV-Vis",--,"<p>HACH 10127, Ed. 9, 2014</p><p>&nbsp,</p><p>Standard Methods,</p><p>4500 P-C, Ed. 24, 2023</p>"
224,LEN-914,--,--,--,"Conductividad eléctrica",--,Electrometría,--,"<p>Standard Methods, 2510 B, Ed. 24, 2023</p>"
224,LEN-915,--,--,--,"Coliformes Totales y  E. coli",--,Petrifilm,--,"<p>UNE -EN ISO 18593:2019</p><p>MINSA N° 461-2007</p><p>&nbsp,</p><p>&nbsp,</p><p>&nbsp,</p><p>AOAC 991.14, Ed. 22, 2023</p>"
224,LEN-916,--,--,--,Aerobios,--,Petrifilm,--,"<p>UNE -EN ISO 18593:2019 </p><p>MINSA N° 461-2007 </p><p><br></p><p><br></p><p>AOAC 990. 12, Ed. 22, 2023.</p>"
224,LEN-917,--,--,--,Salmonella,--,Petrifilm,--,"<p>UNE -EN ISO 18593:2019 </p><p>MINSA N° 461-2007 </p><p>&nbsp,</p><p>&nbsp,&nbsp,</p><p>AOAC 2014.01, Ed. 22, 2023</p>"
224,LEN-918,--,--,--,"Listeria spp.  y Listeria Monocytogenes",--,"Vertido en Placa Petri",--,"<p>UNE -EN ISO 18593:2019 </p><p>MINSA N° 461-2007 </p><p>&nbsp,</p><p>&nbsp,</p><p>&nbsp,</p><p>AFNOR CHR 21/01-12/01: 2013</p><p>ISO 11290-1:1997</p>"
224,LEN-919,--,--,--,"Mohos y Levaduras",--,"Método pasivo por sedimentación",--,"<p>IRAM 14071-1, Ed.1, 2004</p><p>SM 9020 B, 3e, Ed. 24, 2023</p><p>ISO 14698-1, Ed.1, 2003</p>"
224,LEN-920,--,--,--,"Listeria spp.  y Listeria Monocytogenes",--,"Vertido en Placa Petri",--,"<p>AFNOR CHR 21/01-12/01: 2013</p><p>ISO 11290-1:1997</p>"
224,LEN-921,--,--,--,"Aerobios totales",--,"Vertido en Placa Petri",--,"<p>NTE INEN-ISO 4833-1:2021 </p>"
224,LEN-922,--,--,--,"Mohos y Levaduras",--,"Recuento en placa",--,"<p>INEN 1529-10:2013 y BAM CAP 18. FDA, abril 2001</p>"
224,LEN-923,--,--,--,"Detección de Salmonella spp.",--,Petrifilm,--,"<p>AOAC 2014.01, Ed. 22, 2023</p>"
224,LEN-924,--,--,--,"Coliformes Totales y  E. coli",--,"Número más probable método fluorogénico",--,"<p>AOAC 992.30, Ed. 22, 2023</p>"
224,LEN-925,--,--,--,"Coliformes Totales, Coliformes Fecales, E-coli",--,"Número más probable",--,"<p>BAM Capítulo 4: 2020</p>"
224,LEN-926,--,--,--,"Coliformes totales y E.coli",--,Petrifilm,--,"<p>AOAC, 991.14, Ed. 22, 2023</p>"
224,LEN-927,--,--,--,"Coliformes fecales",--,Petrifilm,--,"<p>AFNOR 3M 01/2-09/89 B, Junio 2022</p>"
224,LEN-928,--,--,--,"Demanda Química de Oxigeno (DQO)",--,"Reflujo cerrado, Método  Colorimetría",--,"<p>Standard Methods, 5220 D Ed. 24, 2023</p><p>&nbsp,</p><p>HACH 8000, Ed 10, 2014</p>"
224,LEN-929,--,--,--,"Aerobios totales",--,"Método pasivo por sedimentación",--,"<p>IRAM 14071-1, Ed.1, 2004</p><p>NTE INEN ISO 4833-1. 2021</p><p>ISO 14698-1, Ed.1, 2003</p>"
224,LEN-930,--,--,--,Humedad,--,Gravimetría,--,"<p><span style="color: black,">Leche y sus derivados: COVENIN 1077: 1997&nbsp,</span></p><p><span style="color: rgb(0, 0, 0),">Cereales y derivados: </span><span style="color: black,">NC-ISO 712: 2002</span></p><p>Carne y productos cárnicos: <span style="color: black,">NC-ISO 1442:2002</span></p><p>Alimentos para animales y Harinas de origen animal: <span style="color: black,">AOAC </span>Official Method of Analysis <span style="color: black,">930.15 y ISO 6496: 1999&nbsp,</span></p>"
224,LEN-931,--,--,--,Cadmio,--,"Espectrofotometría Absorción Atómica, Llama Aire - Acetileno",--,"<p>AOAC official methods 999.11</p>"
224,LEN-932,--,--,--,"Temperatura en situ",--,Termometría,--,"<p>Standard Methods, Ed. 23,2017, 2550 Temperature</p>"
224,LEN-933,--,--,--,"Ruido Ambiental",--,"Nivel de presión sonora equivalente",--,"<p>ISO 1996-2:2017, Acuerdo Ministerial 097A. Anexo 5</p>"
224,LEN-934,--,--,--,"Demanda bioquímica de oxígeno (DBO5)",--,"Winkler, Polarográfica",--,"<p>Standard Methods, 5210 B. Ed. 24. 2023</p>"
224,LEN-935,--,--,--,"Cloro libre",--,Colorimetría,--,"<p>HACH 8021, Ed.9, 2014 Standard Methods, 4500 CI G Ed.23,2017</p>"
97,LEN-936,--,--,--,"Indice de viscosidad",--,Calculado,--,"<p>ASTM D2270-10 (2016)</p>"
97,LEN-937,--,--,--,"Viscosidad Cinemática a 40°C",--,"Capilar de vidrio",--,"ASTM D 445 - 21"
97,LEN-938,--,--,--,"Viscosidad Cinemática a 100°C",--,"Capilar de vidrio",--,"ASTM D 445 - 21"
97,LEN-939,--,--,--,"Viscosidad Cinemática a 40°C",--,"Capilar de vidrio",--,"ASTM D 445 - 21"
97,LEN-940,--,--,--,"Viscosidad Cinemática a 100°C",--,"Capilar de vidrio",--,"ASTM D 445 - 21"
97,LEN-941,--,--,--,"Número total básico",--,"Método potenciométrico",--,"Determinación de número total de basicidad, Norma ASTM D2896-15"
308,LEN-942,--,--,--,"Determinación de pH",--,Electrometría,--,"<p>Determinación de pH Handbook CIPAC F MT75, 1994 reimpreso 2007</p>"
308,LEN-943,--,--,--,"Determinación de 2.4 D",--,"Cromatografía líquida, HPLC",--,"<p>Determinación de 2,4-D AOAC Official Method 978.05, Edición 22, 2023</p>"
308,LEN-944,--,--,--,"Determinación de glifosato",--,"Cromatografía líquida, HPLC",--,"<p>Determinación de Glifosato CIPAC HANDBOOK. 1C "Analysis of technical and Formulated Pesticides". Glifosato Método: 284. p 2132. 1995</p>"
269,LEN-945,--,--,--,"Ingrediente Activo*",--,"Cromatografía líquida HPLC PDA",--,"<p>USP 42</p>"
269,LEN-946,--,--,--,"Enterococcus faecalis",--,"Filtración por membrana",--,"<p>Standard Methods, Ed. 23. 2017 9230C</p>"
269,LEN-947,--,--,--,"Contaje Total de Microorganismos aeróbicos",--,"Recuento en placa",--,"<p>USP 41 Cap 61, 62. 2018</p>"
269,LEN-948,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía Líquida Ultravioleta",--,"<p>EPA 8310, 1986</p>"
269,LEN-949,--,--,--,"Aceites y grasas",--,Gravimetría,--,"<p>EPA 1664, Rev. A, 1999</p>"
269,LEN-950,--,--,--,"Coliformes totales",--,"Filtración por membrana",--,"<p>Standard Methods, Ed. 24 9222 B</p>"
269,LEN-951,--,--,--,"Contaje de Heterótrofos",--,"Filtración por membrana",--,"<p>Standard Methods, Ed. 24 2023 9215 D</p>"
269,LEN-952,--,--,--,"Coliformes fecales",--,"Filtración por membrana",--,"<p>Standard Methods, Ed. 24, 2023 9222 D</p>"
269,LEN-953,--,--,--,"Coliformes fecales y totales",--,"Número más probable",--,"<p>Standard Methods, Ed. 24; 2023 9221 B y C</p>"
269;LEN-954;--;--;--;"Aerobios Mesófilos";--;"Recuento en placa";--;"<p>BAM cap 3 2001</p>"
269;LEN-955;--;--;--;"Mohos y Levaduras";--;"Recuento en placa";--;"<p>BAM cap 18 2001</p>"
269;LEN-956;--;--;--;"Coliformes Totales; Coliformes Fecales; E-coli";--;"Recuento en placa";--;"<p>BAM cap 4 2017</p>"
269;LEN-957;--;--;--;Proteína;--;Kjeldahl;--;"<p>AOAC Official Method; Ed 21; 2019 2001.11</p>"
269;LEN-958;--;--;--;Pantoprazole;--;"HPLC Uv-Vis";--;"<p>USP 41; 2018</p>"
269;LEN-959;--;--;--;"Contaje Total de Bacterias";--;"Recuento en placa";--;"<p>USP 42 Cap 61; 62. 2023</p>"
269;LEN-960;--;--;--;"Contaje Total de Mohos y 
Levaduras";--;"Recuento en placa";--;"<p>USP 42 Cap 61; 62. 2023</p>"
269;LEN-961;--;--;--;"Candida albicans";--;N/A;--;"<p>USP 42 Cap 61; 62. 2023</p>"
269;LEN-962;--;--;--;"Bacterias Gram negativas tolerantes a la bilis";--;N/A;--;"<p>USP 42 Cap 61; 62. 2023</p>"
269;LEN-963;--;--;--;"Bacterias Gram negativas tolerantes a la bilis";--;N/A;--;"<p>USP 42 Cap 61; 62. 2024</p>"
269;LEN-964;--;--;--;"Staphylococcus aureus";--;N/A;--;"<p>USP 42 Cap 61; 62. 2023</p>"
269,LEN-965,--,--,--,"Pseudomonas aeruginosa",--,N/A,--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-966,--,--,--,"Escherichia Coli",--,N/A,--,"<p>USP 42 Cap 61, 62. 2024</p>"
269,LEN-967,--,--,--,"Contaje Total de Microorganismos aeróbicos",--,"Recuento en placa",--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-968,--,--,--,"Contaje Total de Bacterias",--,"Recuento en placa",--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-969,--,--,--,"Contaje Total de Mohos y 
Levaduras",--,"Recuento en placa",--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-970,--,--,--,"Candida albicans",--,N/A,--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-971,--,--,--,"Bacterias Gram negativas tolerantes a la bilis",--,N/A,--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-972,--,--,--,"Staphylococcus aureus",--,N/A,--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-973,--,--,--,"Pseudomonas aeruginosa",--,N/A,--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-974,--,--,--,"Escherichia Coli",--,N/A,--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-975,--,--,--,"Contaje de Pseudomonas aeruginosa",--,"Recuento Filtración por membrana",--,"<p>USP 42 Cap 61, 62. 2023</p>"
269,LEN-976,--,--,--,"Contaje Total de Bacterias",--,"Filtración por membrana a 21.5 +- 1.5 ° C",--,"<p>USP 42, 2023, cap 1230/1231 </p><p>ISO 13959: 2014 </p><p>SM 9215 D, Ed 24, 2023</p>"
269,LEN-977,--,--,--,"Detección de Salmonella spp.",--,N/A,--,"<p>BAM FDA CAP 5, nov 2019</p>"
269,LEN-978,--,--,--,"Carbono Orgánico",--,Espectrofotometría,--,"<p>Manual de Análisis de Suelos y Tejido Vegetal,Agosto 1993 Decreto Real 1110</p>"
269,LEN-979,--,--,--,Conductividad,--,Electrometría,--,"<p>ISO 11265, Ed.01, 1994</p>"
269,LEN-980,--,--,--,Bario,--,"Espectrometría de Absorción (llama directa)",--,"<p>Standard Methods, Ed. 24. 2023 3111 D</p>"
269,LEN-981,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía Líquida Ultravioleta",--,"<p>EPA 8310, 1986</p>"
269,LEN-982,--,--,--,Conductividad,--,Electrometría,--,"<p>Standard Methods, Ed. 24. 2023 2510 B</p>"
269,LEN-983,--,--,--,"Sólidos totales disueltos",--,Gravimetría,--,"<p>Standard Methods, Ed. 24. 2023 2540 B</p>"
269,LEN-984,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>Standard Methods, Ed. 24. 2023 4500 H+ B</p>"
269,LEN-985,--,--,--,Metales,--,"Espectrometría de absorción atómica de llama aire acetileno",--,"<p>Standard Methods, Ed. 24. 2023 3111 B</p>"
269,LEN-986,--,--,--,Metales,--,"Espectrofotometría Absorción Atómica, Llama Aire - Acetileno",--,"<p>Standard Methods, Ed. 24, 2023,&nbsp;3111 B</p>"
269,LEN-987,--,--,--,"Sólidos totales",--,Gravimetría,--,"<p>Standard Methods, Ed., 24. 2023 2540 B</p>"
269,LEN-988,--,--,--,"Sólidos totales suspendidos",--,Gravimetría,--,"<p>Standard Methods, Ed. 24. 2024 2540 D</p>"
269,LEN-989,--,--,--,"Demanda Química de Oxigeno (DQO)",--,"Reflujo cerrado, Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023, 5220 D</p>"
269,LEN-990,--,--,--,Aniones,--,"Cromatografía de iones",--,"<p>Standard Methods, Ed. 24. 2023 4110 B</p>"
269,LEN-991,--,--,--,"Sólidos sedimentables",--,Volumetría,--,"<p>Standard Methods, Ed. 24. 2023 2540 G</p>"
269,LEN-992,--,--,--,"Demanda bioquímica de oxígeno (DBO5)",--,Respirometría,--,"<p>Standard Methods, Ed. 24. 2023, 5210 B</p>"
269,LEN-993,--,--,--,Fenoles,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023, 5530. B-C</p>"
269,LEN-994,--,--,--,"Detergentes Aniónicos, MBAs",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023, 5540. C</p>"
269,LEN-995,--,--,--,"Cloro libre residual",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023, 4500 Cl -G</p>"
269,LEN-996,--,--,--,"Cloro Total Residual",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023, 4500 Cl -G</p>"
269,LEN-997,--,--,--,Metales,--,"Espectrofotometría Emisión Atómica Llama aire-Acetileno",--,"<p>Standard Methods, Ed. 24. 2023, 3111. B</p>"
269,LEN-998,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, Aire
– Acetileno",--,"<p>Standard Methods, Ed. 24. 2023, 3111. B</p>"
269,LEN-999,--,--,--,"Alcalinidad total",--,Volumetría,--,"<p>Standard Methods, Ed. 24. 2023 2320-B</p>"
269,LEN-1000,--,--,--,"Dureza total",--,Volumetría,--,"<p>Standard Methods, Ed. 24. 2023, 2340. C</p>"
269,LEN-1001,--,--,--,"Dureza cálcica",--,Volumetría,--,"<p>Standard Methods, Ed. 24 2023, 2340. C</p>"
269,LEN-1002,--,--,--,"Cromo hexavalente",--,"Espectrofotometría UV-Vis",--,"<p>EPA 7196 A, rev. 01, 1992</p>"
269,LEN-1003,--,--,--,"Oxígeno disuelto",--,Electrometría,--,"<p>Standard Methods, Ed. 24. 2024, 4500-O G</p>"
269,LEN-1004,--,--,--,Boro,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023, 4500-B. C</p>"
269,LEN-1005,--,--,--,"Cianuro total",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2024 4500-G</p>"
269,LEN-1006,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Cromatografía de gases-FID",--,"<p>EPA, Rev. 02 1996 8015 B</p>"
269,LEN-1007,--,--,--,"Contaje de Heterótrofos",--,"Filtración por membrana",--,"<p>Standard Methods, Ed. 24. 2023, 9215 D</p>"
269,LEN-1008,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía Líquida Ultravioleta",--,"<p>EPA 8310, 1986</p>"
269,LEN-1009,--,--,--,"Aceites y grasas",--,Gravimetría,--,"<p>EPA METHOD 9071, Re. 2, 1998</p>"
269,LEN-1010,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>EPA METHOD 9045. D Rev. 04, 2004</p>"
269,LEN-1011,--,--,--,"Coliformes Totales, Coliformes Fecales, E-coli",--,"Número más probable",--,"<p>BAM cap 4 2017</p>"
269,LEN-1012,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>AOAC Official Method, Ed 22, 2023 981.12</p>"
269,LEN-1013,--,--,--,Acidez,--,Volumetría,--,"<p>AOAC Official Method, Ed 22, 2023 940.15 NTE: INEN 381</p>"
269,LEN-1014,--,--,--,"Sólidos solubles (°Brix)",--,Refractometría,--,"<p>AOAC Official Method, Ed 22, 2023, 932.12 NTE:INEN 380</p>"
269,LEN-1015,--,--,--,Ceniza,--,Gravimetría,--,"<p>AOAC Official Method, Ed 22, 2023, 923.03</p>"
269,LEN-1016,--,--,--,Humedad,--,Gravimetría,--,"<p>AOAC Official Method, Ed 22, 2023, 927.05</p>"
269,LEN-1017,--,--,--,Grasas,--,Gravimetría,--,"<p>AOAC Official Method, Ed 22, 2023, 2003.06</p>"
269,LEN-1018,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, Aire
– Acetileno",--,"<p>AOAC Official Method, Ed 22, 2023, 975.03</p>"
269,LEN-1019,--,--,--,Boro,--,Espectrofotometría,--,"<p>Standard Methods, Ed 24, 2023, 4500-b</p>"
269,LEN-1020,--,--,--,Azufre,--,Gravimetría,--,"<p>AOAC, Ed 22, 2023 980.02</p>"
269,LEN-1021,--,--,--,"Fósforo Total (P2O5)",--,Espectrofotometría,--,"<p>AOAC Ed 22, 2023, 958.01</p>"
269,LEN-1022,--,--,--,"Potasio (K2O)",--,"Espectrometría de Absorción (llama directa)",--,"<p>AOAC, Ed 22, 2023 965.09</p>"
269,LEN-1023,--,--,--,"Calcio (CaO)",--,"Espectrometría de Absorción (llama directa)",--,"<p>AOAC, Ed 22, 2023, 965.09</p>"
269,LEN-1024,--,--,--,"Magnesio (MgO)",--,"Espectrometría de Absorción (llama directa)",--,"<p>AOAC, Ed 22, 2023, 965.09</p>"
269,LEN-1025,--,--,--,"Nitrógeno Total (NT)",--,Kjedhal,--,"<p>AOAC, Ed 22, 2023, 955.04</p>"
269,LEN-1026,--,--,--,"Determinación de Cloruros",--,Volumetría,--,"<p>AOAC 928.02, 22Th Edition 2023</p>"
269,LEN-1027,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Cromatografía de gases-FID",--,"<p>EPHA METHOD 8015B, Nonnhalogenated Using GC/FID (modificado)</p>"
269,LEN-1028,--,--,--,"Composición química :  Silicio (Si)",--,Gravimetría,--,"<p>Norma Técnica Colombiana NTC 6193 (modificado)</p>"
269,LEN-1029,--,--,--,"Metales: Niquel (Ni)",--,"Absorción Atómica (AAS) Flama Aire-Acetileno",--,"<p>EPA 7000-B, 02-2007 (modificado)</p>"
269,LEN-1030,--,--,--,"Metales totales: Cadmio (Cd)",--,"Absorción Atómica (AAS) Flama Aire-Acetileno",--,"<p>EPA 7000-B, 02-2007 (modificado)</p>"
269,LEN-1031,--,--,--,"Metales: Plomo (Pb)",--,"Absorción Atómica (AAS) Flama Aire-Acetileno",--,"<p>EPA 7000-B, 02-2007 (modificado)</p>"
269,LEN-1032,--,--,--,"Pesticidas Organoclorados Aguas",--,"Cromatografía de gases/FID",--,"<p>EPA 8081, 02-2007 Using GC/FID (modificado)</p>"
269,LEN-1033,--,--,--,Cannabinoides,--,"HPLC Uv-Vis",--,"<p>AOAC 2023.10, Ed. 22, 2019</p><p>Modificado</p>"
269,LEN-1034,--,--,--,"Detección de Salmonella spp.",--,Cuantitativo,--,"<p>Método de referencia USP 45 Cap. 61, 62</p>"
269,LEN-1035,--,--,--,Endotoxinas,--,Gel-Clot,--,"<p>USP, 2022, Ed. 45, Cap. 85</p>"
269,LEN-1036,--,--,--,"Coliformes fecales y totales",--,"Número más probable",--,"<p>Standard Methods, Ed. 24. 2023, 9221 B y C</p>"
12,LEN-1037,--,--,--,Cloruros,--,Volumetría,--,"<p>Standard Methods, Ed. 23.</p><p>2017, 4500 Cl- B</p>"
12,LEN-1038,--,--,--,Nitratos,--,"Espectrofotometría UV-Vis",--,"<p>Método HACH 8039. Ed. 10. 2019</p>"
12,LEN-1039,--,--,--,"Hidrocarburos Totales de Petróleo
(TPHs)",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 23.</p><p>2017, 5520 F</p><p><br></p>"
12,LEN-1040,--,--,--,"Vanadio (V)",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 23,</p><p>2017, 3500 V B</p><p><br></p>"
12,LEN-1041,--,--,--,"Color Real",--,"Espectrofotometría UV-Vis",--,"<p>Método HACH 8025. Ed. 10. 2014</p>"
12,LEN-1042,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>EPA 9045 D</p><p>Rev. 2, 2004</p>"
12,LEN-1043,--,--,--,Conductividad,--,Electrometría,--,"<p>ISO 11265:1994</p><p><br></p>"
12,LEN-1044,--,--,--,"Hidrocarburos Totales de Petróleo
(TPHs)",--,"Espectrofotometría UV-Vis",--,"<p>EPA 9071 B</p><p>Rev. 2 1998</p>"
12,LEN-1045,--,--,--,"Material particulado",--,Gravimetría,--,"EPA CFR 40, Parte 60,
apéndice A, Método 5. 2009."
12,LEN-1046,--,--,--,"Gases contaminantes",--,"Celdas electroquímicas",--,"EPA CTM 30. 1997
EPA CTM 34. 1999"
12,LEN-1047,--,--,--,Ruido,--,"Nivel de presión Sonora",--,"ISO 1996-2:2007
Acuerdo Ministerial 97ª
Anexo V"
12,LEN-1048,--,--,--,Ruido,--,"Nivel de presión Sonora",--,"ISO 9612.2009"
12,LEN-1049,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"Standard Methods, Ed.23.
2017
4500 H+"
12,LEN-1050,--,--,--,Conductividad,--,Electrometría,--,"Standard Methods, Ed.23. 2017 2510 B"
12,LEN-1051,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"Standard Methods, Ed.23.
2017. 4500 H+"
